,Corriente inicial (A),Corriente final (A),Valor del registro (decimal)
514,2.432588312322385e-06,2.532588312322385e-06,1
515,1.6586985371676e-06,2.3586985371676e-06,7
516,4.259606591831847e-06,3.459606591831847e-06,15
517,4.248569024560665e-06,3.4485690245606653e-06,15
518,4.7564165292764055e-06,3.9564165292764056e-06,15
519,3.4138055575421307e-06,2.6138055575421307e-06,15
520,4.929508299040518e-06,4.129508299040518e-06,15
521,1.3993832171070695e-06,2.0993832171070694e-06,7
522,1.3065632949528925e-06,2.0065632949528926e-06,7
523,4.90705417644743e-06,4.10705417644743e-06,15
524,1.9012246121583782e-06,2.501224612158378e-06,6
525,4.306908355521782e-06,3.5069083555217818e-06,15
526,4.992846016695494e-06,4.192846016695494e-06,15
527,4.910740166640517e-06,4.110740166640517e-06,15
528,4.133221300146569e-06,3.333221300146569e-06,15
529,3.600466606927358e-06,2.800466606927358e-06,15
530,4.514783422018079e-06,3.714783422018079e-06,15
531,4.608464829014085e-06,3.8084648290140847e-06,15
532,1.8387239174834293e-06,2.5387239174834294e-06,7
533,2.5104098370974746e-06,2.5104098370974746e-06,0
534,2.6892078783969277e-06,2.489207878396928e-06,9
535,1.5630837042433412e-06,2.2630837042433413e-06,7
536,3.9750747737654376e-06,3.1750747737654376e-06,15
537,3.907156272060156e-06,3.1071562720601557e-06,15
538,2.0832949369163053e-06,2.4832949369163053e-06,4
539,2.186271017538617e-06,2.4862710175386173e-06,3
540,3.452637720770952e-06,2.652637720770952e-06,15
541,2.4348448218453167e-06,2.5348448218453166e-06,1
542,2.9222432706450963e-06,2.5222432706450963e-06,11
543,4.373993505297599e-06,3.5739935052975987e-06,15
544,3.6620857641621734e-06,2.8620857641621735e-06,15
545,1.8596086987312465e-06,2.4596086987312462e-06,6
546,1.0566984795442406e-06,1.7566984795442404e-06,7
547,1.181399526448172e-06,1.881399526448172e-06,7
548,4.818799586110973e-06,4.018799586110973e-06,15
549,4.703712899908208e-06,3.903712899908208e-06,15
550,4.359256043194129e-06,3.559256043194129e-06,15
551,3.0486180380852983e-06,2.5486180380852984e-06,12
552,1.0849268359663621e-06,1.7849268359663622e-06,7
553,2.887375474738103e-06,2.487375474738103e-06,11
554,3.0614625913546016e-06,2.4614625913546014e-06,13
555,1.773381002978831e-06,2.473381002978831e-06,7
556,3.7555376432173336e-06,2.9555376432173336e-06,15
557,1.0986401291064944e-06,1.7986401291064943e-06,7
558,4.953803520995875e-06,4.153803520995875e-06,15
559,1.062099146999247e-06,1.762099146999247e-06,7
560,4.0429706465736155e-06,3.2429706465736155e-06,15
561,3.370272324353127e-06,2.570272324353127e-06,15
562,3.945029806186387e-06,3.1450298061863874e-06,15
563,3.0879659871867126e-06,2.4879659871867124e-06,13
564,4.705093601087453e-06,3.905093601087453e-06,15
565,4.756498445107863e-06,3.956498445107863e-06,15
566,4.186885146657878e-06,3.3868851466578785e-06,15
567,1.5689903294667494e-06,2.2689903294667492e-06,7
568,1.4080287526574314e-06,2.1080287526574315e-06,7
569,3.4766566712453187e-06,2.6766566712453187e-06,15
570,1.3049825490280913e-06,2.0049825490280914e-06,7
571,1.6104170459009214e-06,2.3104170459009214e-06,7
572,4.780368781485111e-06,3.980368781485111e-06,15
573,3.784733406525166e-06,2.984733406525166e-06,15
574,2.244859533643914e-06,2.544859533643914e-06,3
575,2.219625644298786e-06,2.519625644298786e-06,3
576,4.0573531892028346e-06,3.2573531892028346e-06,15
577,2.5665268108199113e-06,2.4665268108199114e-06,8
578,4.0543150988294034e-06,3.2543150988294035e-06,15
579,2.2642154974261347e-06,2.4642154974261345e-06,2
580,3.094707295796278e-06,2.494707295796278e-06,13
581,3.845680237022489e-06,3.0456802370224893e-06,15
582,1.8195649002453766e-06,2.5195649002453767e-06,7
583,3.1518748376476833e-06,2.451874837647683e-06,14
584,3.38255806880493e-06,2.58255806880493e-06,15
585,1.249690445842917e-06,1.949690445842917e-06,7
586,3.950198360492743e-06,3.1501983604927427e-06,15
587,4.5686835261602025e-06,3.7686835261602025e-06,15
588,3.90079721499262e-06,3.1007972149926204e-06,15
589,1.482668439698212e-06,2.182668439698212e-06,7
590,1.1004416044097844e-06,1.8004416044097843e-06,7
591,3.194754701185038e-06,2.494754701185038e-06,14
592,1.2905053933961077e-06,1.9905053933961076e-06,7
593,4.692406753164854e-06,3.892406753164854e-06,15
594,1.5030588349390796e-06,2.2030588349390797e-06,7
595,4.975890960644203e-06,4.175890960644203e-06,15
596,2.617082630162884e-06,2.517082630162884e-06,8
597,1.4061275113085202e-06,2.1061275113085203e-06,7
598,4.405689055654217e-06,3.6056890556542168e-06,15
599,3.828912378347354e-06,3.0289123783473544e-06,15
600,4.762245901363792e-06,3.962245901363792e-06,15
601,1.7706787492447859e-06,2.470678749244786e-06,7
602,2.6051142568902154e-06,2.5051142568902155e-06,8
603,1.6591823563253569e-06,2.359182356325357e-06,7
604,1.2564416886229487e-06,1.9564416886229487e-06,7
605,1.6888769234074689e-06,2.388876923407469e-06,7
606,3.940642263875575e-06,3.140642263875575e-06,15
607,3.79084420437273e-06,2.99084420437273e-06,15
608,1.5252824027592915e-06,2.2252824027592914e-06,7
609,3.519594984170588e-06,2.719594984170588e-06,15
610,2.7792876782278843e-06,2.479287678227884e-06,10
611,3.174543261279902e-06,2.474543261279902e-06,14
612,4.301550741409537e-06,3.5015507414095366e-06,15
613,2.108956936779095e-06,2.508956936779095e-06,4
614,2.015391267275782e-06,2.515391267275782e-06,5
615,1.9243160598756223e-06,2.5243160598756225e-06,6
616,1.1067432966434736e-06,1.8067432966434735e-06,7
617,3.7732320569047345e-06,2.9732320569047345e-06,15
618,2.8390047154327683e-06,2.539004715432768e-06,10
619,3.035217521009948e-06,2.535217521009948e-06,12
620,1.8936602304756525e-06,2.4936602304756525e-06,6
621,2.257183033719526e-06,2.4571830337195262e-06,2
622,2.1824237126005054e-06,2.4824237126005055e-06,3
623,1.180969309134431e-06,1.8809693091344311e-06,7
624,1.7567784160639763e-06,2.4567784160639764e-06,7
625,4.992154282595841e-06,4.192154282595841e-06,15
626,2.4618875913098727e-06,2.4618875913098727e-06,0
627,4.7163080349827185e-06,3.9163080349827185e-06,15
628,4.5118759690941785e-06,3.7118759690941786e-06,15
629,1.215914735589287e-06,1.915914735589287e-06,7
630,4.976149811006662e-06,4.176149811006662e-06,15
631,4.168577709293463e-06,3.3685777092934628e-06,15
632,2.468672580493642e-06,2.468672580493642e-06,0
633,1.1778659334927756e-06,1.8778659334927756e-06,7
634,1.510939127787827e-06,2.210939127787827e-06,7
635,2.3823914034466927e-06,2.4823914034466926e-06,1
636,1.799200323872234e-06,2.499200323872234e-06,7
637,2.964225387540308e-06,2.4642253875403083e-06,12
638,3.524402774351073e-06,2.724402774351073e-06,15
639,3.831672096246066e-06,3.031672096246066e-06,15
640,1.0725017387888283e-06,1.7725017387888284e-06,7
641,2.5290019495988566e-06,2.5290019495988566e-06,0
642,3.6418416192058374e-06,2.8418416192058374e-06,15
643,3.202474293940232e-06,2.502474293940232e-06,14
644,2.9424252008421717e-06,2.5424252008421718e-06,11
645,1.7886503524315944e-06,2.4886503524315945e-06,7
646,3.2907050525648115e-06,2.4907050525648116e-06,15
647,4.619370807963065e-06,3.819370807963065e-06,15
648,3.568016713218495e-06,2.768016713218495e-06,15
649,2.4349934752166093e-06,2.5349934752166092e-06,1
650,2.2556168336944963e-06,2.455616833694496e-06,2
651,1.174704755232982e-06,1.874704755232982e-06,7
652,1.57550628558576e-06,2.27550628558576e-06,7
653,3.959403034636004e-06,3.1594030346360044e-06,15
654,3.63938652174029e-06,2.83938652174029e-06,15
655,4.2792247842637455e-06,3.4792247842637455e-06,15
656,3.6624419006658143e-06,2.8624419006658143e-06,15
657,3.3805328403576687e-06,2.5805328403576688e-06,15
658,1.6115057850880358e-06,2.311505785088036e-06,7
659,3.899519452219587e-06,3.099519452219587e-06,15
660,1.0645295283900965e-06,1.7645295283900965e-06,7
661,4.705509667836242e-06,3.905509667836242e-06,15
662,3.5383880172299406e-06,2.7383880172299406e-06,15
663,4.5543711986654866e-06,3.7543711986654866e-06,15
664,4.143987736484467e-06,3.3439877364844673e-06,15
665,3.084996748509081e-06,2.4849967485090808e-06,13
666,2.824478595907874e-06,2.5244785959078737e-06,10
667,1.412716017989672e-06,2.112716017989672e-06,7
668,2.848103139416141e-06,2.5481031394161408e-06,10
669,2.207472372077499e-06,2.507472372077499e-06,3
670,3.2597583637525053e-06,2.4597583637525053e-06,15
671,4.208030002936468e-06,3.408030002936468e-06,15
672,1.0711899133358775e-06,1.7711899133358776e-06,7
673,3.1189115750515835e-06,2.5189115750515833e-06,13
674,2.623526337254718e-06,2.5235263372547183e-06,8
675,1.826151514250042e-06,2.526151514250042e-06,7
676,1.1201346165423254e-06,1.8201346165423255e-06,7
677,3.5175095518425854e-06,2.7175095518425854e-06,15
678,1.4390177097089963e-06,2.139017709708996e-06,7
679,4.659400333559828e-06,3.859400333559828e-06,15
680,3.4499137249583373e-06,2.6499137249583374e-06,15
681,2.655190280077e-06,2.4551902800769996e-06,9
682,3.115774191430763e-06,2.5157741914307626e-06,13
683,2.5899204240404436e-06,2.4899204240404438e-06,8
684,2.5518018799744432e-06,2.4518018799744433e-06,8
685,2.1902829650220067e-06,2.490282965022007e-06,3
686,4.941034671030043e-06,4.141034671030043e-06,15
687,2.622462569347656e-06,2.5224625693476563e-06,8
688,4.225080069859026e-06,3.425080069859026e-06,15
689,3.4338461506315545e-06,2.6338461506315545e-06,15
690,2.306069276361975e-06,2.506069276361975e-06,2
691,3.757415835562012e-06,2.957415835562012e-06,15
692,4.495796234122393e-06,3.695796234122393e-06,15
693,2.9272270870542916e-06,2.5272270870542917e-06,11
694,3.812098129704759e-06,3.012098129704759e-06,15
695,2.325696051072941e-06,2.525696051072941e-06,2
696,1.670778627335468e-06,2.370778627335468e-06,7
697,1.5471458599159946e-06,2.2471458599159946e-06,7
698,4.439466708526333e-06,3.639466708526333e-06,15
699,2.4681214464005346e-06,2.4681214464005346e-06,0
700,1.6648577422673814e-06,2.3648577422673814e-06,7
701,3.988559701430239e-06,3.188559701430239e-06,15
702,4.061464600432179e-06,3.2614646004321794e-06,15
703,1.2005164420041247e-06,1.9005164420041246e-06,7
704,4.3635786659309e-06,3.5635786659309003e-06,15
705,4.120011903626772e-06,3.3200119036267723e-06,15
706,3.498462197005395e-06,2.6984621970053952e-06,15
707,1.0705817820398603e-06,1.7705817820398603e-06,7
708,1.4976302642124004e-06,2.1976302642124003e-06,7
709,3.1366305855810723e-06,2.536630585581072e-06,13
710,2.522333225185717e-06,2.522333225185717e-06,0
711,3.458987578308852e-06,2.658987578308852e-06,15
712,2.166068065838394e-06,2.466068065838394e-06,3
713,2.5603997599153874e-06,2.4603997599153875e-06,8
714,4.093689951810086e-06,3.293689951810086e-06,15
715,3.052632661886332e-06,2.4526326618863317e-06,13
716,1.6543090184667758e-06,2.3543090184667757e-06,7
717,1.952648749290257e-06,2.4526487492902567e-06,5
718,2.0410713181947614e-06,2.5410713181947613e-06,5
719,2.105579226225207e-06,2.505579226225207e-06,4
720,3.989523081818998e-06,3.1895230818189977e-06,15
721,1.6135040142899585e-06,2.3135040142899583e-06,7
722,3.4415926246812234e-06,2.6415926246812235e-06,15
723,3.170393949016402e-06,2.470393949016402e-06,14
724,4.501165888583131e-06,3.7011658885831307e-06,15
725,1.3420302420200368e-06,2.042030242020037e-06,7
726,2.0533221886674983e-06,2.4533221886674983e-06,4
727,4.507922098872911e-06,3.7079220988729107e-06,15
728,4.6747348022643125e-06,3.874734802264313e-06,15
729,3.804973750878805e-06,3.004973750878805e-06,15
730,2.2130656278819485e-06,2.5130656278819486e-06,3
731,3.888025077265588e-06,3.088025077265588e-06,15
732,3.649044308685166e-06,2.849044308685166e-06,15
733,2.667587635160751e-06,2.467587635160751e-06,9
734,3.7204257351366966e-06,2.9204257351366966e-06,15
735,2.703056806266564e-06,2.503056806266564e-06,9
736,2.0119721612257263e-06,2.511972161225726e-06,5
737,1.011114673970866e-06,1.711114673970866e-06,7
738,4.408492808454933e-06,3.6084928084549334e-06,15
739,1.7792616708270465e-06,2.4792616708270466e-06,7
740,3.299268239120993e-06,2.499268239120993e-06,15
741,1.8833584437404541e-06,2.483358443740454e-06,6
742,2.6604243507556987e-06,2.460424350755699e-06,9
743,3.8004431101578124e-06,3.0004431101578124e-06,15
744,2.2358708615180307e-06,2.5358708615180307e-06,3
745,1.8823246268016755e-06,2.4823246268016753e-06,6
746,2.6951668411514384e-06,2.4951668411514382e-06,9
747,2.194110153503664e-06,2.4941101535036643e-06,3
748,1.28594524206579e-06,1.98594524206579e-06,7
749,4.041717155453953e-06,3.2417171554539532e-06,15
750,2.306849373196958e-06,2.5068493731969577e-06,2
751,4.013835690243629e-06,3.213835690243629e-06,15
752,3.0657536379110523e-06,2.465753637911052e-06,13
753,4.059064250137463e-06,3.259064250137463e-06,15
754,1.7175083083906678e-06,2.417508308390668e-06,7
755,4.49496497277294e-06,3.69496497277294e-06,15
756,2.836762692634661e-06,2.536762692634661e-06,10
757,2.5855498770615535e-06,2.4855498770615536e-06,8
758,2.3251151163252566e-06,2.5251151163252564e-06,2
759,1.2362006300312096e-06,1.9362006300312095e-06,7
760,1.5366902680511209e-06,2.236690268051121e-06,7
761,1.900151777707998e-06,2.5001517777079977e-06,6
762,4.844564844223076e-06,4.0445648442230764e-06,15
763,3.483260393937059e-06,2.683260393937059e-06,15
764,4.993848052367777e-06,4.193848052367777e-06,15
765,1.1339591884338236e-06,1.8339591884338235e-06,7
766,2.1136600621359216e-06,2.5136600621359216e-06,4
767,4.36562755398735e-06,3.5656275539873504e-06,15
768,1.3498726863435873e-06,2.0498726863435873e-06,7
769,1.045840983513305e-06,1.745840983513305e-06,7
770,2.524717336206797e-06,2.524717336206797e-06,0
771,4.893602680424153e-06,4.093602680424153e-06,15
772,1.418116208389137e-06,2.118116208389137e-06,7
773,1.6877972333464771e-06,2.387797233346477e-06,7
774,2.206887066718414e-06,2.506887066718414e-06,3
775,2.945223626162379e-06,2.545223626162379e-06,11
776,2.8019780752759076e-06,2.5019780752759076e-06,10
777,1.9173363580061234e-06,2.5173363580061236e-06,6
778,1.1701882288045268e-06,1.8701882288045267e-06,7
779,3.2525313361190928e-06,2.452531336119093e-06,15
780,1.8067388745037284e-06,2.5067388745037282e-06,7
781,1.8548936619777225e-06,2.4548936619777223e-06,6
782,3.676435950729311e-06,2.876435950729311e-06,15
783,3.198023247627098e-06,2.498023247627098e-06,14
784,2.7312402713437576e-06,2.531240271343758e-06,9
785,3.0612125722852264e-06,2.461212572285226e-06,13
786,4.2304983249363465e-06,3.4304983249363465e-06,15
787,2.225468560355512e-06,2.525468560355512e-06,3
788,3.3466570819265195e-06,2.5466570819265195e-06,15
789,2.9146527858611754e-06,2.5146527858611754e-06,11
790,3.5581122035376433e-06,2.7581122035376434e-06,15
791,3.701606607605406e-06,2.901606607605406e-06,15
792,3.28594317993622e-06,2.48594317993622e-06,15
793,4.194593924660145e-06,3.3945939246601453e-06,15
794,2.2306291211406447e-06,2.5306291211406448e-06,3
795,2.603134450272405e-06,2.503134450272405e-06,8
796,3.244590504215556e-06,2.544590504215556e-06,14
797,4.615556704856068e-06,3.815556704856068e-06,15
798,2.645876624501265e-06,2.545876624501265e-06,8
799,4.495547568513565e-06,3.6955475685135648e-06,15
800,3.685450538885902e-06,2.885450538885902e-06,15
801,1.4205378951291036e-06,2.1205378951291037e-06,7
802,3.1945823477410813e-06,2.4945823477410812e-06,14
803,1.436680948332822e-06,2.136680948332822e-06,7
804,2.915516724776928e-06,2.515516724776928e-06,11
805,2.9763567214890057e-06,2.476356721489006e-06,12
806,4.694433315275794e-06,3.894433315275794e-06,15
807,2.470237783711084e-06,2.470237783711084e-06,0
808,2.4575246707435815e-06,2.4575246707435815e-06,0
809,1.2011899922033567e-06,1.9011899922033567e-06,7
810,3.8585529586977345e-06,3.0585529586977346e-06,15
811,1.3642541222604555e-06,2.0642541222604555e-06,7
812,1.1253053068223746e-06,1.8253053068223747e-06,7
813,4.578710917407249e-06,3.778710917407249e-06,15
814,3.4036987167755757e-06,2.6036987167755757e-06,15
815,4.582570195577726e-06,3.782570195577726e-06,15
816,1.640725511535996e-06,2.340725511535996e-06,7
817,1.5100885214938767e-06,2.2100885214938765e-06,7
818,2.87962727352243e-06,2.47962727352243e-06,11
819,2.4555325465323405e-06,2.4555325465323405e-06,0
820,1.8663919073933128e-06,2.4663919073933127e-06,6
821,3.281159032841094e-06,2.481159032841094e-06,15
822,4.679542485289448e-06,3.879542485289448e-06,15
823,2.345439809571056e-06,2.545439809571056e-06,2
824,3.579464041052093e-06,2.779464041052093e-06,15
825,2.0819013310267343e-06,2.4819013310267342e-06,4
826,3.2132158811647813e-06,2.513215881164781e-06,14
827,2.4276327141089447e-06,2.5276327141089446e-06,1
828,1.795314197124999e-06,2.495314197124999e-06,7
829,1.824961730815847e-06,2.524961730815847e-06,7
830,1.4228368010456226e-06,2.1228368010456227e-06,7
831,1.6294900579881224e-06,2.3294900579881225e-06,7
832,3.927186270128563e-06,3.1271862701285634e-06,15
833,3.268496114407934e-06,2.468496114407934e-06,15
834,2.1816139784325874e-06,2.4816139784325875e-06,3
835,3.468150128005258e-06,2.668150128005258e-06,15
836,2.6309491997508985e-06,2.5309491997508986e-06,8
837,3.222268410290917e-06,2.522268410290917e-06,14
838,3.032252448360061e-06,2.532252448360061e-06,12
839,3.474068754732069e-06,2.674068754732069e-06,15
840,1.8294198784599432e-06,2.5294198784599433e-06,7
841,3.310740997096322e-06,2.510740997096322e-06,15
842,4.504373075559817e-06,3.704373075559817e-06,15
843,3.661565974539895e-06,2.861565974539895e-06,15
844,3.5804037991561416e-06,2.7804037991561416e-06,15
845,1.2242053539333768e-06,1.924205353933377e-06,7
846,1.4092512762177214e-06,2.1092512762177215e-06,7
847,2.558167218950252e-06,2.4581672189502523e-06,8
848,4.360170288231972e-06,3.560170288231972e-06,15
849,1.0119306644131213e-06,1.7119306644131212e-06,7
850,4.289965001933385e-06,3.4899650019333854e-06,15
851,3.319235873293886e-06,2.519235873293886e-06,15
852,4.2536817128723255e-06,3.4536817128723256e-06,15
853,2.6188359947313953e-06,2.5188359947313954e-06,8
854,4.66431754102445e-06,3.86431754102445e-06,15
855,1.9964054185514066e-06,2.4964054185514065e-06,5
856,1.8690378000448797e-06,2.4690378000448795e-06,6
857,4.8540582800367495e-06,4.0540582800367495e-06,15
858,3.1167584214813623e-06,2.516758421481362e-06,13
859,3.289829576418603e-06,2.489829576418603e-06,15
860,1.5529705027798687e-06,2.2529705027798685e-06,7
861,4.417157752695431e-06,3.617157752695431e-06,15
862,3.2599790914781338e-06,2.459979091478134e-06,15
863,3.325969304261659e-06,2.525969304261659e-06,15
864,2.2231555858262903e-06,2.5231555858262903e-06,3
865,2.6008556935529415e-06,2.5008556935529416e-06,8
866,4.693485561543541e-06,3.893485561543541e-06,15
867,4.2944000362914094e-06,3.4944000362914095e-06,15
868,2.6067429526758136e-06,2.5067429526758137e-06,8
869,2.6543808482906944e-06,2.4543808482906947e-06,9
870,1.9790024592664077e-06,2.4790024592664076e-06,5
871,2.3915192949080733e-06,2.491519294908073e-06,1
872,3.1894582453346582e-06,2.489458245334658e-06,14
873,1.5635448596126642e-06,2.2635448596126642e-06,7
874,3.077459966205643e-06,2.477459966205643e-06,13
875,3.0132708031321283e-06,2.5132708031321285e-06,12
