,Corriente inicial (A),Corriente final (A),Valor del registro (decimal)
9171,3.500466283489941e-06,2.7004662834899412e-06,15
9172,4.11509234241097e-06,3.3150923424109704e-06,15
9173,1.7333863529706363e-06,2.433386352970636e-06,7
9174,3.0426442579434298e-06,2.54264425794343e-06,12
9175,2.6331579075942634e-06,2.5331579075942635e-06,8
9176,4.2219522378206545e-06,3.4219522378206545e-06,15
9177,1.8098476959896186e-06,2.5098476959896187e-06,7
9178,1.297161823597493e-06,1.997161823597493e-06,7
9179,4.441763431894002e-06,3.6417634318940022e-06,15
9180,2.800594940520293e-06,2.500594940520293e-06,10
9181,2.958874394941118e-06,2.458874394941118e-06,12
9182,3.924494705413974e-06,3.124494705413974e-06,15
9183,2.47511898444252e-06,2.47511898444252e-06,0
9184,4.506134891741815e-06,3.706134891741815e-06,15
9185,4.071119072419583e-06,3.2711190724195833e-06,15
9186,3.9183913627599066e-06,3.1183913627599066e-06,15
9187,3.3785733011547984e-06,2.5785733011547984e-06,15
9188,4.4836258841275395e-06,3.6836258841275395e-06,15
9189,1.1953648884975627e-06,1.8953648884975626e-06,7
9190,1.4934620623683954e-06,2.1934620623683955e-06,7
9191,2.1302454116197296e-06,2.5302454116197296e-06,4
9192,3.412006399951903e-06,2.612006399951903e-06,15
9193,4.428816746297554e-06,3.6288167462975536e-06,15
9194,4.3977212929246584e-06,3.5977212929246585e-06,15
9195,1.1228959560589455e-06,1.8228959560589455e-06,7
9196,3.990718487784772e-06,3.1907184877847723e-06,15
9197,4.401714343841514e-06,3.6017143438415143e-06,15
9198,3.662396557697341e-06,2.862396557697341e-06,15
9199,3.3472834409483645e-06,2.5472834409483646e-06,15
9200,2.8533889389358774e-06,2.4533889389358774e-06,11
9201,4.015703657151205e-06,3.215703657151205e-06,15
9202,1.774602605290021e-06,2.474602605290021e-06,7
9203,1.588168638457542e-06,2.288168638457542e-06,7
9204,1.1847708521741578e-06,1.8847708521741579e-06,7
9205,2.5567037522510073e-06,2.4567037522510074e-06,8
9206,3.162122992936811e-06,2.462122992936811e-06,14
9207,2.484250367238374e-06,2.484250367238374e-06,0
9208,4.412597178340834e-06,3.612597178340834e-06,15
9209,3.922890696160333e-06,3.1228906961603327e-06,15
9210,4.792164050280298e-06,3.992164050280298e-06,15
9211,3.548347080132509e-06,2.748347080132509e-06,15
9212,3.7838605316880766e-06,2.9838605316880766e-06,15
9213,1.17801854745192e-06,1.8780185474519201e-06,7
9214,2.9321795657689297e-06,2.5321795657689297e-06,11
9215,3.174100069032604e-06,2.474100069032604e-06,14
9216,1.4769269995929078e-06,2.176926999592908e-06,7
9217,1.6698162181681854e-06,2.3698162181681855e-06,7
9218,3.75251669387641e-06,2.95251669387641e-06,15
9219,3.841192190086619e-06,3.041192190086619e-06,15
9220,3.176286849410238e-06,2.476286849410238e-06,14
9221,2.6003964531022926e-06,2.5003964531022927e-06,8
9222,3.370760581239553e-06,2.570760581239553e-06,15
9223,1.894930571393366e-06,2.494930571393366e-06,6
9224,4.1287714454090295e-06,3.3287714454090295e-06,15
9225,1.873943938368549e-06,2.473943938368549e-06,6
9226,3.881045642657001e-06,3.081045642657001e-06,15
9227,2.706829195100221e-06,2.5068291951002214e-06,9
9228,2.25471581692931e-06,2.4547158169293097e-06,2
9229,2.293071006865751e-06,2.4930710068657506e-06,2
9230,2.895580349885372e-06,2.495580349885372e-06,11
9231,1.3311191984253262e-06,2.031119198425326e-06,7
9232,4.219218907891025e-06,3.4192189078910248e-06,15
9233,2.7205184863595485e-06,2.5205184863595487e-06,9
9234,2.394623865308599e-06,2.494623865308599e-06,1
9235,3.5720257048396044e-06,2.7720257048396044e-06,15
9236,3.1422802685699875e-06,2.5422802685699873e-06,13
9237,1.3700914432369617e-06,2.0700914432369616e-06,7
9238,4.604496444378838e-06,3.804496444378838e-06,15
9239,2.5337852924964187e-06,2.5337852924964187e-06,0
9240,1.134762323282973e-06,1.834762323282973e-06,7
9241,2.469891699334764e-06,2.469891699334764e-06,0
9242,1.2841864199763248e-06,1.984186419976325e-06,7
9243,4.135208339025557e-06,3.3352083390255572e-06,15
9244,3.1025058595426327e-06,2.5025058595426325e-06,13
9245,3.0915971367921282e-06,2.491597136792128e-06,13
9246,3.9438245342289925e-06,3.1438245342289925e-06,15
9247,4.111923477505621e-06,3.311923477505621e-06,15
9248,2.761448175451038e-06,2.461448175451038e-06,10
9249,3.842390313031062e-06,3.042390313031062e-06,15
9250,4.529894674238634e-06,3.729894674238634e-06,15
9251,1.5265860120052419e-06,2.226586012005242e-06,7
9252,4.433995166137371e-06,3.633995166137371e-06,15
9253,3.931701876163194e-06,3.131701876163194e-06,15
9254,2.6707637167632275e-06,2.4707637167632277e-06,9
9255,4.813243278536639e-06,4.013243278536639e-06,15
9256,1.2086694226379962e-06,1.908669422637996e-06,7
9257,2.071039650691375e-06,2.471039650691375e-06,4
9258,2.085694557648782e-06,2.485694557648782e-06,4
9259,4.0250802841247864e-06,3.2250802841247865e-06,15
9260,1.4942519349620742e-06,2.1942519349620742e-06,7
9261,1.2257647465978536e-06,1.9257647465978537e-06,7
9262,3.6407923428389263e-06,2.8407923428389264e-06,15
9263,4.418289230650508e-06,3.6182892306505084e-06,15
9264,4.935003850289417e-06,4.135003850289417e-06,15
9265,1.7218394568972084e-06,2.4218394568972085e-06,7
9266,3.3248587351626617e-06,2.5248587351626618e-06,15
9267,3.783649183767338e-06,2.983649183767338e-06,15
9268,3.220264934332084e-06,2.520264934332084e-06,14
9269,4.010092430041627e-06,3.2100924300416273e-06,15
9270,3.917460085277158e-06,3.117460085277158e-06,15
9271,1.4874464196584687e-06,2.1874464196584685e-06,7
9272,3.770665920012089e-06,2.970665920012089e-06,15
9273,4.549213772084591e-06,3.7492137720845907e-06,15
9274,3.741559508478439e-06,2.941559508478439e-06,15
9275,3.361599348129047e-06,2.561599348129047e-06,15
9276,3.125403981444481e-06,2.525403981444481e-06,13
9277,4.86292931391013e-06,4.06292931391013e-06,15
9278,1.977545657660928e-06,2.477545657660928e-06,5
9279,1.99215856168768e-06,2.4921585616876798e-06,5
9280,4.305416738301828e-06,3.505416738301828e-06,15
9281,1.2281327046481771e-06,1.928132704648177e-06,7
9282,2.479248772644179e-06,2.479248772644179e-06,0
9283,2.4466618398164758e-06,2.5466618398164757e-06,1
9284,2.8140859060942042e-06,2.514085906094204e-06,10
9285,1.82100399791762e-06,2.52100399791762e-06,7
9286,4.4107192487699465e-06,3.6107192487699465e-06,15
9287,1.367918354250043e-06,2.067918354250043e-06,7
9288,1.7989142866994008e-06,2.498914286699401e-06,7
9289,1.8888577732823612e-06,2.488857773282361e-06,6
9290,1.9474129962153517e-06,2.547412996215352e-06,6
9291,2.486657705464156e-06,2.486657705464156e-06,0
9292,4.241177725863781e-06,3.441177725863781e-06,15
9293,1.603173211256784e-06,2.303173211256784e-06,7
9294,3.1798174516715035e-06,2.4798174516715034e-06,14
9295,3.427239218610409e-06,2.627239218610409e-06,15
9296,3.3545736699651984e-06,2.5545736699651984e-06,15
9297,1.9489977070214246e-06,2.5489977070214248e-06,6
9298,4.831284357168632e-06,4.031284357168632e-06,15
9299,1.4158010371488884e-06,2.1158010371488885e-06,7
9300,4.405528642278331e-06,3.6055286422783308e-06,15
9301,2.28148500188384e-06,2.48148500188384e-06,2
9302,2.468244444025423e-06,2.468244444025423e-06,0
9303,4.149013916553077e-06,3.3490139165530766e-06,15
9304,2.4162347540233416e-06,2.5162347540233415e-06,1
9305,1.832962248411824e-06,2.532962248411824e-06,7
9306,4.412982373137681e-06,3.6129823731376813e-06,15
9307,2.737354579107907e-06,2.537354579107907e-06,9
9308,1.379833158214495e-06,2.0798331582144948e-06,7
9309,4.120325264852392e-06,3.3203252648523917e-06,15
9310,4.904853733868964e-06,4.104853733868964e-06,15
9311,1.024665081992957e-06,1.7246650819929569e-06,7
9312,2.7815744067449357e-06,2.4815744067449356e-06,10
9313,1.9646975870550426e-06,2.4646975870550424e-06,5
9314,2.652430513649623e-06,2.452430513649623e-06,9
9315,3.770187097812298e-06,2.970187097812298e-06,15
9316,2.5854345060701363e-06,2.4854345060701364e-06,8
9317,1.9148844078249406e-06,2.5148844078249408e-06,6
9318,4.016646074887574e-06,3.2166460748875744e-06,15
9319,3.606197902404318e-06,2.806197902404318e-06,15
9320,3.5162327599375853e-06,2.7162327599375853e-06,15
9321,3.5670271441471695e-06,2.7670271441471696e-06,15
9322,1.2351996156643756e-06,1.9351996156643755e-06,7
9323,3.3927664091501963e-06,2.5927664091501963e-06,15
9324,1.3605467214493051e-06,2.0605467214493052e-06,7
9325,1.3194536868004806e-06,2.0194536868004807e-06,7
9326,4.207918555930111e-06,3.4079185559301113e-06,15
9327,1.0800636097109438e-06,1.7800636097109437e-06,7
9328,4.0694015461665155e-06,3.2694015461665155e-06,15
9329,1.5236898551208645e-06,2.2236898551208645e-06,7
9330,1.3784941865022006e-06,2.0784941865022007e-06,7
9331,4.919607892036037e-06,4.119607892036037e-06,15
9332,2.915769022718128e-06,2.515769022718128e-06,11
9333,4.871877483824378e-06,4.071877483824378e-06,15
9334,2.2514672313079683e-06,2.451467231307968e-06,2
9335,2.4382321199250997e-06,2.5382321199250996e-06,1
9336,4.472545015545422e-06,3.672545015545422e-06,15
9337,2.201312056721885e-06,2.5013120567218853e-06,3
9338,3.7895420626547906e-06,2.9895420626547906e-06,15
9339,3.7534410270445635e-06,2.9534410270445635e-06,15
9340,3.5142610700924104e-06,2.7142610700924105e-06,15
9341,4.157757580613535e-06,3.357757580613535e-06,15
9342,2.9447656858291124e-06,2.5447656858291124e-06,11
9343,1.418748049662578e-06,2.118748049662578e-06,7
9344,2.7861410448441917e-06,2.4861410448441916e-06,10
9345,2.6023984307629627e-06,2.502398430762963e-06,8
9346,3.0783083216168236e-06,2.4783083216168234e-06,13
9347,2.840279767813848e-06,2.540279767813848e-06,10
9348,2.61829610530099e-06,2.51829610530099e-06,8
9349,2.471410698517224e-06,2.471410698517224e-06,0
9350,1.0883788271251377e-06,1.7883788271251377e-06,7
9351,2.814363572220276e-06,2.514363572220276e-06,10
9352,4.5852194234712286e-06,3.7852194234712286e-06,15
9353,2.467852515907602e-06,2.467852515907602e-06,0
9354,2.8264092721289154e-06,2.5264092721289153e-06,10
9355,3.6435543866586804e-06,2.8435543866586805e-06,15
9356,1.1958115743880344e-06,1.8958115743880342e-06,7
9357,2.695312052645372e-06,2.495312052645372e-06,9
9358,3.957306892347838e-06,3.1573068923478377e-06,15
9359,2.5475604006155553e-06,2.5475604006155553e-06,0
9360,1.933269484656454e-06,2.5332694846564537e-06,6
9361,1.0763359730797983e-06,1.7763359730797983e-06,7
9362,1.0669053644202413e-06,1.7669053644202414e-06,7
9363,2.647781839540064e-06,2.5477818395400643e-06,8
9364,4.157323104375323e-06,3.357323104375323e-06,15
9365,1.7539436016445666e-06,2.4539436016445667e-06,7
9366,1.6475556068673577e-06,2.347555606867358e-06,7
9367,2.6725461198046728e-06,2.4725461198046726e-06,9
9368,4.860802292827855e-06,4.060802292827855e-06,15
9369,1.2556748497527112e-06,1.955674849752711e-06,7
9370,4.660246082022267e-06,3.860246082022267e-06,15
9371,4.712504189464898e-06,3.912504189464898e-06,15
9372,3.0978913723307986e-06,2.4978913723307984e-06,13
9373,4.862080638763002e-06,4.062080638763002e-06,15
9374,2.2922752088552923e-06,2.492275208855292e-06,2
9375,3.558364167101477e-06,2.758364167101477e-06,15
9376,2.369810290553916e-06,2.469810290553916e-06,1
9377,3.4289993728802133e-06,2.6289993728802133e-06,15
9378,1.0957744070959445e-06,1.7957744070959445e-06,7
9379,3.356016712745362e-06,2.556016712745362e-06,15
9380,3.763564139394676e-06,2.963564139394676e-06,15
9381,1.359810368153484e-06,2.059810368153484e-06,7
9382,3.953664213881186e-06,3.153664213881186e-06,15
9383,2.1117018975301673e-06,2.5117018975301673e-06,4
9384,4.5858220094217766e-06,3.7858220094217766e-06,15
9385,2.0093110413184396e-06,2.5093110413184395e-06,5
9386,3.96985769455488e-06,3.1698576945548803e-06,15
9387,1.7645263407171835e-06,2.4645263407171833e-06,7
9388,3.3268077996973403e-06,2.5268077996973403e-06,15
9389,1.895947958775783e-06,2.495947958775783e-06,6
9390,4.399358538182683e-06,3.599358538182683e-06,15
9391,2.205353831280989e-06,2.505353831280989e-06,3
9392,2.98616456763409e-06,2.48616456763409e-06,12
9393,4.055914286445114e-06,3.255914286445114e-06,15
9394,3.844931686731976e-06,3.0449316867319765e-06,15
9395,3.5042627352284495e-06,2.7042627352284496e-06,15
9396,4.820776923558102e-06,4.020776923558102e-06,15
9397,4.0661825101108415e-06,3.2661825101108415e-06,15
9398,4.977884205030973e-06,4.177884205030973e-06,15
9399,2.4404888130674396e-06,2.5404888130674395e-06,1
9400,1.7188335574878978e-06,2.418833557487898e-06,7
9401,2.544214262300261e-06,2.544214262300261e-06,0
9402,4.5140932565066144e-06,3.7140932565066145e-06,15
9403,2.528462896268674e-06,2.528462896268674e-06,0
9404,2.9613919757348785e-06,2.4613919757348786e-06,12
9405,4.023036225518885e-06,3.2230362255188847e-06,15
9406,4.16065962250131e-06,3.36065962250131e-06,15
9407,1.1889392439937648e-06,1.8889392439937649e-06,7
9408,4.87578349032962e-06,4.07578349032962e-06,15
9409,1.438026962284368e-06,2.138026962284368e-06,7
9410,1.452581082735359e-06,2.152581082735359e-06,7
9411,1.3525204611981443e-06,2.052520461198144e-06,7
9412,1.9347808124989515e-06,2.5347808124989517e-06,6
9413,2.038242965857067e-06,2.538242965857067e-06,5
9414,2.3175869783162135e-06,2.5175869783162137e-06,2
9415,3.9260789998218525e-06,3.1260789998218525e-06,15
9416,1.40256802055015e-06,2.10256802055015e-06,7
9417,1.479156057425497e-06,2.179156057425497e-06,7
9418,1.751764699365014e-06,2.451764699365014e-06,7
9419,4.441328407485707e-06,3.641328407485707e-06,15
9420,2.6983900677621797e-06,2.49839006776218e-06,9
9421,1.4232588392441383e-06,2.123258839244138e-06,7
9422,1.311978117328605e-06,2.011978117328605e-06,7
9423,2.2462897841915296e-06,2.5462897841915297e-06,3
9424,2.272387108110652e-06,2.472387108110652e-06,2
9425,2.7521006534450498e-06,2.4521006534450497e-06,10
9426,4.703669057282815e-06,3.903669057282815e-06,15
9427,4.9899867088581496e-06,4.18998670885815e-06,15
9428,2.764095915885933e-06,2.464095915885933e-06,10
9429,4.495419072242215e-06,3.695419072242215e-06,15
9430,3.4531348206134023e-06,2.6531348206134024e-06,15
9431,1.2136436468439928e-06,1.913643646843993e-06,7
9432,1.2977022347357465e-06,1.9977022347357466e-06,7
9433,4.209682043798395e-06,3.4096820437983954e-06,15
9434,1.9854160032495454e-06,2.4854160032495453e-06,5
9435,2.460016497733357e-06,2.460016497733357e-06,0
9436,1.394406643395536e-06,2.094406643395536e-06,7
9437,4.994135403940663e-06,4.194135403940663e-06,15
9438,1.4352608030494096e-06,2.1352608030494095e-06,7
9439,2.5160598486841146e-06,2.5160598486841146e-06,0
9440,4.657704465970314e-06,3.857704465970314e-06,15
9441,2.133252713926262e-06,2.533252713926262e-06,4
9442,3.8365524129047375e-06,3.0365524129047375e-06,15
9443,3.2923873765803022e-06,2.4923873765803023e-06,15
9444,3.5146616448221655e-06,2.7146616448221656e-06,15
9445,4.983076714594631e-06,4.183076714594631e-06,15
9446,4.2850130550640815e-06,3.4850130550640816e-06,15
9447,4.135110340258339e-06,3.3351103402583394e-06,15
9448,1.5018939590253036e-06,2.2018939590253037e-06,7
9449,1.8483380190293515e-06,2.5483380190293516e-06,7
9450,2.124475181310071e-06,2.524475181310071e-06,4
9451,4.9031804542784514e-06,4.1031804542784515e-06,15
9452,2.719323349928578e-06,2.519323349928578e-06,9
9453,3.1065372957116857e-06,2.5065372957116855e-06,13
9454,1.3477131991236701e-06,2.0477131991236702e-06,7
9455,3.706502826354516e-06,2.9065028263545162e-06,15
9456,4.724206473629641e-06,3.924206473629641e-06,15
9457,1.7530765355388988e-06,2.453076535538899e-06,7
9458,2.067680819681026e-06,2.467680819681026e-06,4
9459,2.690188961291261e-06,2.490188961291261e-06,9
9460,4.714737504090529e-06,3.914737504090529e-06,15
9461,2.671577729017345e-06,2.471577729017345e-06,9
9462,3.74699610337779e-06,2.94699610337779e-06,15
9463,1.0254735981669772e-06,1.7254735981669773e-06,7
9464,1.3965671649478716e-06,2.0965671649478717e-06,7
9465,4.439232719644339e-06,3.6392327196443393e-06,15
9466,1.1762467505646095e-06,1.8762467505646096e-06,7
9467,4.9579383897141485e-06,4.1579383897141486e-06,15
9468,1.5823673243713955e-06,2.2823673243713956e-06,7
9469,2.8899993941586497e-06,2.4899993941586497e-06,11
9470,1.1618144454268875e-06,1.8618144454268876e-06,7
9471,2.847894117515661e-06,2.547894117515661e-06,10
9472,2.8540049301160816e-06,2.4540049301160817e-06,11
9473,3.5462888215695757e-06,2.7462888215695757e-06,15
9474,4.344827439381042e-06,3.5448274393810416e-06,15
9475,4.613436211488901e-06,3.8134362114889014e-06,15
9476,3.277220425093596e-06,2.477220425093596e-06,15
9477,1.3162902313302882e-06,2.016290231330288e-06,7
9478,4.921268391107887e-06,4.121268391107887e-06,15
9479,3.5018282156805813e-06,2.7018282156805813e-06,15
9480,4.887991883655413e-06,4.087991883655413e-06,15
9481,3.2817290703704965e-06,2.4817290703704965e-06,15
9482,1.3964497263169725e-06,2.0964497263169726e-06,7
9483,4.186670947661216e-06,3.386670947661216e-06,15
9484,4.337558027002484e-06,3.5375580270024836e-06,15
9485,4.8525509305074375e-06,4.052550930507438e-06,15
9486,1.7356750439404793e-06,2.4356750439404793e-06,7
9487,1.3198877786852562e-06,2.0198877786852563e-06,7
9488,1.060669533064964e-06,1.7606695330649639e-06,7
9489,4.951628476922446e-06,4.151628476922446e-06,15
9490,2.7986615554311702e-06,2.49866155543117e-06,10
9491,1.4242699323054505e-06,2.1242699323054506e-06,7
9492,1.2833678631172415e-06,1.9833678631172416e-06,7
9493,2.232207598846397e-06,2.532207598846397e-06,3
9494,3.3968128951587036e-06,2.5968128951587036e-06,15
9495,3.971692350977733e-06,3.1716923509777327e-06,15
9496,1.1005955878658882e-06,1.8005955878658883e-06,7
9497,2.27101827062822e-06,2.47101827062822e-06,2
9498,3.875877065881776e-06,3.0758770658817763e-06,15
9499,1.5131211866151926e-06,2.2131211866151924e-06,7
9500,3.426264046230842e-06,2.626264046230842e-06,15
9501,4.5152654359825174e-06,3.7152654359825175e-06,15
9502,1.126024888337899e-06,1.8260248883378988e-06,7
9503,3.910463298680663e-06,3.1104632986806627e-06,15
9504,2.5087422956245987e-06,2.5087422956245987e-06,0
9505,3.0967599164417044e-06,2.4967599164417042e-06,13
9506,1.3789924927192749e-06,2.0789924927192748e-06,7
9507,2.004929480310416e-06,2.5049294803104157e-06,5
9508,4.0194317114221955e-06,3.2194317114221955e-06,15
9509,4.410164883705697e-06,3.6101648837056974e-06,15
9510,1.6519784799372684e-06,2.3519784799372683e-06,7
9511,4.310184052186115e-06,3.510184052186115e-06,15
9512,1.8523618603785237e-06,2.4523618603785235e-06,6
9513,4.496470458660463e-06,3.6964704586604632e-06,15
9514,1.7317787948832955e-06,2.4317787948832954e-06,7
9515,4.72524034886704e-06,3.92524034886704e-06,15
9516,1.6548356932066009e-06,2.3548356932066007e-06,7
9517,1.1638485411534218e-06,1.8638485411534219e-06,7
9518,3.4357548867678924e-06,2.6357548867678924e-06,15
9519,4.904033345630762e-06,4.104033345630762e-06,15
9520,1.6509104689620564e-06,2.3509104689620563e-06,7
9521,3.2973922762848346e-06,2.4973922762848347e-06,15
9522,3.2704817626857494e-06,2.4704817626857494e-06,15
9523,2.3224388416810684e-06,2.5224388416810682e-06,2
9524,1.5066823101811502e-06,2.2066823101811503e-06,7
9525,4.9773148935105105e-06,4.1773148935105105e-06,15
9526,3.04854686934329e-06,2.54854686934329e-06,12
9527,4.899691099245766e-06,4.099691099245766e-06,15
9528,2.1903812095536162e-06,2.4903812095536163e-06,3
9529,2.811019270497286e-06,2.511019270497286e-06,10
9530,3.307806075960871e-06,2.507806075960871e-06,15
9531,3.900321909004199e-06,3.100321909004199e-06,15
