Corriente inicial (A),Corriente final (A),Valor del registro 1,Valor del registro 2
4.609372147980922e-06,3.0093721479809237e-06,15,15
3.4180181910393546e-06,2.5180181910393556e-06,15,8
1.627703640399873e-06,2.527703640399872e-06,7,2
4.987571498096938e-06,3.3875714980969397e-06,15,15
3.940553065826464e-06,2.5405530658264655e-06,15,13
4.764148340477665e-06,3.164148340477667e-06,15,15
3.072764948974557e-06,2.4727649489745578e-06,13,-1
2.47325629251189e-06,2.47325629251189e-06,0,0
3.3440308773871633e-06,2.544030877387164e-06,15,7
3.5730515930554847e-06,2.473051593055486e-06,15,10
4.406300500676347e-06,2.8063005006763484e-06,15,15
2.48471949145573e-06,2.48471949145573e-06,0,0
3.7227956582658433e-06,2.5227956582658446e-06,15,11
3.0847992368259205e-06,2.484799236825921e-06,13,-1
2.85400646020271e-06,2.4540064602027105e-06,11,-1
1.5096385513403718e-06,2.5096385513403707e-06,7,3
4.071350727042993e-06,2.471350727042995e-06,15,15
3.070742573938328e-06,2.4707425739383288e-06,13,-1
2.293055893471597e-06,2.493055893471597e-06,2,-1
1.6089813623392502e-06,2.5089813623392494e-06,7,2
1.4432589685572355e-06,2.5432589685572343e-06,7,4
2.85803053346686e-06,2.4580305334668605e-06,11,-1
4.517090576634008e-06,2.9170905766340094e-06,15,15
3.612759853404865e-06,2.5127598534048663e-06,15,10
2.9786200423001447e-06,2.4786200423001452e-06,12,-1
3.4181664104335653e-06,2.5181664104335663e-06,15,8
1.7710419711095493e-06,2.4710419711095485e-06,7,0
4.927999699015696e-06,3.327999699015698e-06,15,15
3.8224558084799755e-06,2.522455808479977e-06,15,12
1.3720635182274537e-06,2.4720635182274525e-06,7,4
2.113325004776211e-06,2.5133250047762106e-06,4,-1
1.8618041151385675e-06,2.461804115138567e-06,6,-1
4.9976549908423345e-06,3.3976549908423362e-06,15,15
3.8844910356249905e-06,2.484491035624992e-06,15,13
2.86593302211323e-06,2.4659330221132306e-06,11,-1
3.6606660546333827e-06,2.460666054633384e-06,15,11
1.2106296814306355e-06,2.5106296814306342e-06,7,6
2.4542776296995747e-06,2.4542776296995747e-06,0,0
1.284856634009614e-06,2.4848566340096127e-06,7,5
1.4927744508390511e-06,2.49277445083905e-06,7,3
1.88141987568496e-06,2.4814198756849594e-06,6,-1
4.7862296535406805e-06,3.1862296535406823e-06,15,15
3.9171281050246715e-06,2.517128105024673e-06,15,13
1.1302513929134012e-06,2.5302513929133997e-06,7,7
1.1225514700232053e-06,2.5225514700232038e-06,7,7
3.6655638902027443e-06,2.4655638902027456e-06,15,11
4.504111534115222e-06,2.904111534115224e-06,15,15
3.3740953572492077e-06,2.4740953572492087e-06,15,8
1.0276623506237277e-06,2.4276623506237263e-06,7,7
2.7187676021008754e-06,2.5187676021008756e-06,9,-1
1.0447142644016139e-06,2.4447142644016123e-06,7,7
1.7438854411302228e-06,2.543885441130222e-06,7,1
4.224324978458178e-06,2.62432497845818e-06,15,15
4.862320468418537e-06,3.2623204684185387e-06,15,15
4.472249545727757e-06,2.8722495457277587e-06,15,15
3.907809332146011e-06,2.5078093321460127e-06,15,13
4.694528146181905e-06,3.094528146181907e-06,15,15
1.7106727919814322e-06,2.5106727919814313e-06,7,1
3.926964915525334e-06,2.5269649155253353e-06,15,13
1.3428246212360415e-06,2.5428246212360404e-06,7,5
3.1428845796729847e-06,2.5428845796729854e-06,13,-1
2.6680989457943867e-06,2.468098945794387e-06,9,-1
4.11764955753713e-06,2.517649557537132e-06,15,15
1.2536958973773072e-06,2.453695897377306e-06,7,5
4.930083804825581e-06,3.3300838048255825e-06,15,15
1.2754639285648057e-06,2.4754639285648044e-06,7,5
3.1926723874122508e-06,2.4926723874122515e-06,14,-1
1.2659968360144277e-06,2.4659968360144264e-06,7,5
1.1187618247958722e-06,2.518761824795871e-06,7,7
3.2892369036546763e-06,2.4892369036546772e-06,15,7
2.562849717510996e-06,2.462849717510996e-06,8,-1
4.580160563721253e-06,2.9801605637212545e-06,15,15
1.9860326100128754e-06,2.486032610012875e-06,5,-1
1.9382124820111886e-06,2.538212482011188e-06,6,-1
3.3101360618799462e-06,2.510136061879947e-06,15,7
4.550129330644355e-06,2.950129330644357e-06,15,15
2.945257533160758e-06,2.5452575331607584e-06,11,-1
3.1788579263937003e-06,2.478857926393701e-06,14,-1
3.7164851255259076e-06,2.516485125525909e-06,15,11
1.6297835673678773e-06,2.5297835673678763e-06,7,2
3.4553190346752902e-06,2.4553190346752913e-06,15,9
2.2871567642471394e-06,2.487156764247139e-06,2,-1
1.7833529425609869e-06,2.483352942560986e-06,7,0
3.8583123208017825e-06,2.458312320801784e-06,15,13
1.5865173789052274e-06,2.4865173789052266e-06,7,2
3.0984632001373756e-06,2.4984632001373763e-06,13,-1
3.278139518835436e-06,2.4781395188354367e-06,15,7
1.0982807571118167e-06,2.4982807571118154e-06,7,7
1.4092469807718646e-06,2.5092469807718636e-06,7,4
1.994955049698971e-06,2.4949550496989705e-06,5,-1
3.818574818259381e-06,2.5185748182593825e-06,15,12
3.6351508383912853e-06,2.5351508383912865e-06,15,10
3.6689055304277695e-06,2.468905530427771e-06,15,11
2.0568991710818596e-06,2.456899171081859e-06,4,-1
2.593351395981506e-06,2.4933513959815063e-06,8,-1
1.1254615375584272e-06,2.525461537558426e-06,7,7
1.8700442041335817e-06,2.4700442041335812e-06,6,-1
1.844681432247875e-06,2.5446814322478744e-06,7,0
4.997829587288105e-06,3.397829587288107e-06,15,15
4.934232881287402e-06,3.3342328812874037e-06,15,15
2.4270764149204184e-06,2.5270764149204183e-06,1,-1
1.2132198417450213e-06,2.51321984174502e-06,7,6
3.785730095361807e-06,2.4857300953618086e-06,15,12
1.536851586090121e-06,2.53685158609012e-06,7,3
4.460883287579758e-06,2.8608832875797594e-06,15,15
1.412122825305012e-06,2.512122825305011e-06,7,4
2.3675556694089018e-06,2.4675556694089017e-06,1,-1
2.9706364452596037e-06,2.4706364452596042e-06,12,-1
4.681681888811075e-06,3.0816818888110764e-06,15,15
1.7262593972991366e-06,2.526259397299136e-06,7,1
1.201952401157423e-06,2.501952401157422e-06,7,6
3.1564569144790814e-06,2.456456914479082e-06,14,-1
3.247761361282297e-06,2.5477613612822978e-06,14,-1
3.1027803150618834e-06,2.502780315061884e-06,13,-1
4.150444067199121e-06,2.550444067199123e-06,15,15
3.915913707800981e-06,2.515913707800983e-06,15,13
3.5033583578040475e-06,2.5033583578040486e-06,15,9
1.2306788993277996e-06,2.5306788993277983e-06,7,6
4.110659234697846e-06,2.510659234697848e-06,15,15
3.635279036541654e-06,2.5352790365416554e-06,15,10
1.3591910798405595e-06,2.4591910798405583e-06,7,4
2.0845661505816378e-06,2.4845661505816373e-06,4,-1
3.4092096822027395e-06,2.5092096822027405e-06,15,8
3.4809159086967004e-06,2.4809159086967015e-06,15,9
3.843087768232007e-06,2.543087768232008e-06,15,12
1.810431058821339e-06,2.510431058821338e-06,7,0
2.2663688433414743e-06,2.466368843341474e-06,2,-1
1.980782573520035e-06,2.4807825735200344e-06,5,-1
1.5844923857099915e-06,2.4844923857099905e-06,7,2
1.3202011324901233e-06,2.520201132490122e-06,7,5
2.9284480944624334e-06,2.528448094462434e-06,11,-1
1.2176963247766399e-06,2.5176963247766384e-06,7,6
4.398215829368998e-06,2.798215829369e-06,15,15
4.049650822041988e-06,2.54965082204199e-06,15,14
2.5747829892054355e-06,2.4747829892054356e-06,8,-1
2.146432292366905e-06,2.5464322923669047e-06,4,-1
1.0299889169647497e-06,2.429988916964748e-06,7,7
2.9195496053970543e-06,2.5195496053970548e-06,11,-1
2.363908215031458e-06,2.463908215031458e-06,1,-1
2.5272442625349004e-06,2.5272442625349004e-06,0,0
1.9356264043831242e-06,2.5356264043831236e-06,6,-1
1.1929162288880158e-06,2.4929162288880144e-06,7,6
2.8314022836532835e-06,2.531402283653284e-06,10,-1
2.6905900843990505e-06,2.4905900843990507e-06,9,-1
4.299648231165179e-06,2.6996482311651804e-06,15,15
3.859585882333524e-06,2.4595858823335255e-06,15,13
3.970337500858937e-06,2.470337500858939e-06,15,14
4.56727533665794e-06,2.967275336657942e-06,15,15
2.163487648311113e-06,2.4634876483111125e-06,3,-1
2.532530495757174e-06,2.532530495757174e-06,0,0
2.12902335819342e-06,2.5290233581934196e-06,4,-1
1.490075826321597e-06,2.490075826321596e-06,7,3
3.686231751914605e-06,2.4862317519146064e-06,15,11
3.317900273578185e-06,2.517900273578186e-06,15,7
1.7753668451325643e-06,2.4753668451325636e-06,7,0
1.8136129941415208e-06,2.51361299414152e-06,7,0
3.1499601636800988e-06,2.5499601636800994e-06,13,-1
4.763727401801424e-06,3.163727401801426e-06,15,15
3.0895868034926586e-06,2.4895868034926593e-06,13,-1
3.9284420620547055e-06,2.528442062054707e-06,15,13
4.1760683277440775e-06,2.5760683277440792e-06,15,15
4.991608281677608e-06,3.39160828167761e-06,15,15
2.2499212288500185e-06,2.549921228850018e-06,3,-1
3.664849956760525e-06,2.4648499567605264e-06,15,11
3.641155015316333e-06,2.541155015316334e-06,15,10
4.444569035845406e-06,2.8445690358454078e-06,15,15
4.8783874721552044e-06,3.278387472155206e-06,15,15
1.840174806431041e-06,2.5401748064310404e-06,7,0
1.745443795118423e-06,2.5454437951184224e-06,7,1
4.166125619249197e-06,2.5661256192491985e-06,15,15
4.691339771758874e-06,3.0913397717588754e-06,15,15
2.984922993195351e-06,2.4849229931953516e-06,12,-1
4.751231894907705e-06,3.151231894907707e-06,15,15
2.7894326278154647e-06,2.489432627815465e-06,10,-1
3.6517278112691823e-06,2.4517278112691836e-06,15,11
3.9121137633163e-06,2.5121137633163017e-06,15,13
4.566655584371762e-06,2.966655584371764e-06,15,15
3.573026846249628e-06,2.473026846249629e-06,15,10
4.320751514314607e-06,2.7207515143146087e-06,15,15
4.34430927576412e-06,2.744309275764122e-06,15,15
4.343502444880856e-06,2.7435024448808576e-06,15,15
1.6388183882809444e-06,2.5388183882809434e-06,7,2
2.858741613574088e-06,2.4587416135740884e-06,11,-1
3.6155079108192948e-06,2.515507910819296e-06,15,10
1.1504565294482947e-06,2.4504565294482933e-06,7,6
4.623867746413098e-06,3.0238677464131e-06,15,15
2.3175244913138357e-06,2.5175244913138355e-06,2,-1
4.778303458943644e-06,3.1783034589436457e-06,15,15
4.420535562046049e-06,2.820535562046051e-06,15,15
3.801378752287591e-06,2.5013787522875926e-06,15,12
4.459267560807943e-06,2.859267560807945e-06,15,15
3.6340557342570027e-06,2.534055734257004e-06,15,10
4.674167857184011e-06,3.0741678571840127e-06,15,15
1.0720440356957205e-06,2.472044035695719e-06,7,7
4.00519431530707e-06,2.5051943153070715e-06,15,14
2.6105445640774003e-06,2.5105445640774004e-06,8,-1
2.9743130466488134e-06,2.474313046648814e-06,12,-1
3.126457616479974e-06,2.5264576164799745e-06,13,-1
2.376965081899826e-06,2.476965081899826e-06,1,-1
3.5719118335647547e-06,2.471911833564756e-06,15,10
3.311562538610671e-06,2.511562538610672e-06,15,7
1.9927410890521957e-06,2.492741089052195e-06,5,-1
2.78142448591754e-06,2.4814244859175402e-06,10,-1
1.2115197240041576e-06,2.5115197240041564e-06,7,6
3.2493556198396432e-06,2.549355619839644e-06,14,-1
3.3955226213096182e-06,2.495522621309619e-06,15,8
2.1595992279690793e-06,2.459599227969079e-06,3,-1
4.357082018925606e-06,2.757082018925608e-06,15,15
4.235537265859633e-06,2.6355372658596347e-06,15,15
4.994402122028418e-06,3.3944021220284196e-06,15,15
1.1201979934001169e-06,2.5201979934001153e-06,7,7
3.4542408133038286e-06,2.4542408133038297e-06,15,9
1.1255037992967914e-06,2.52550379929679e-06,7,7
3.4784821068199524e-06,2.4784821068199535e-06,15,9
4.911441641234416e-06,3.311441641234418e-06,15,15
4.876299337443682e-06,3.2762993374436834e-06,15,15
3.7599387904478895e-06,2.459938790447891e-06,15,12
2.39685905713887e-06,2.49685905713887e-06,1,-1
1.5854283813220583e-06,2.4854283813220575e-06,7,2
4.331411088558821e-06,2.7314110885588226e-06,15,15
3.6373693477393437e-06,2.537369347739345e-06,15,10
2.614937163995255e-06,2.5149371639952553e-06,8,-1
2.0190116748676983e-06,2.5190116748676977e-06,5,-1
4.24065652468348e-06,2.640656524683482e-06,15,15
2.342747415110525e-06,2.5427474151105246e-06,2,-1
4.716229102429242e-06,3.116229102429244e-06,15,15
1.979922579926392e-06,2.4799225799263915e-06,5,-1
1.0636515964103528e-06,2.4636515964103514e-06,7,7
3.889364970903362e-06,2.489364970903363e-06,15,13
4.3495088735490365e-06,2.7495088735490383e-06,15,15
1.4870698150789617e-06,2.4870698150789606e-06,7,3
3.1615235426707995e-06,2.4615235426708002e-06,14,-1
3.805146064055271e-06,2.5051460640552725e-06,15,12
4.081905377956744e-06,2.481905377956746e-06,15,15
1.7440252287683446e-06,2.5440252287683437e-06,7,1
4.660478407368969e-06,3.060478407368971e-06,15,15
4.758823953996685e-06,3.158823953996687e-06,15,15
1.9222022352886897e-06,2.522202235288689e-06,6,-1
2.4437948693499785e-06,2.5437948693499784e-06,1,-1
1.4164526208169423e-06,2.5164526208169413e-06,7,4
2.7452821997676754e-06,2.5452821997676756e-06,9,-1
1.7573919550237354e-06,2.457391955023735e-06,7,0
1.5780361631518196e-06,2.4780361631518186e-06,7,2
3.478352467096859e-06,2.4783524670968602e-06,15,9
4.5833166708551275e-06,2.9833166708551293e-06,15,15
4.634010660892361e-06,3.034010660892363e-06,15,15
2.224559064362057e-06,2.5245590643620567e-06,3,-1
1.8620453284969278e-06,2.462045328496927e-06,6,-1
3.273984079111744e-06,2.4739840791117447e-06,15,7
3.827867814193099e-06,2.5278678141931e-06,15,12
2.5816414529439826e-06,2.4816414529439828e-06,8,-1
2.751772949267219e-06,2.4517729492672194e-06,10,-1
3.4149706429932447e-06,2.5149706429932457e-06,15,8
2.69995899137749e-06,2.49995899137749e-06,9,-1
2.8357601115708984e-06,2.5357601115708987e-06,10,-1
2.126581489858318e-06,2.5265814898583177e-06,4,-1
1.8013761730740062e-06,2.5013761730740054e-06,7,0
1.911646174680067e-06,2.5116461746800665e-06,6,-1
3.2486839198227e-06,2.5486839198227007e-06,14,-1
1.7232865774311495e-06,2.5232865774311486e-06,7,1
3.3077290294883313e-06,2.507729029488332e-06,15,7
3.344810612729843e-06,2.544810612729844e-06,15,7
4.899787545475933e-06,3.2997875454759344e-06,15,15
3.964423775845785e-06,2.464423775845787e-06,15,14
3.867771785891065e-06,2.4677717858910667e-06,15,13
3.0493237828078473e-06,2.549323782807848e-06,12,-1
3.866651609002635e-06,2.4666516090026365e-06,15,13
4.077920588757747e-06,2.477920588757749e-06,15,15
1.8624876305671391e-06,2.4624876305671385e-06,6,-1
3.924929865631682e-06,2.5249298656316837e-06,15,13
1.2438848968352811e-06,2.5438848968352797e-06,7,6
4.98313345233405e-06,3.3831334523340517e-06,15,15
4.333615651134006e-06,2.733615651134008e-06,15,15
1.8613986732175738e-06,2.461398673217573e-06,6,-1
4.909524951232602e-06,3.3095249512326035e-06,15,15
1.3541860029997457e-06,2.4541860029997445e-06,7,4
2.457659661026787e-06,2.457659661026787e-06,0,0
2.334115338951007e-06,2.5341153389510066e-06,2,-1
1.7901578065023923e-06,2.4901578065023917e-06,7,0
2.246932576179085e-06,2.5469325761790845e-06,3,-1
4.848527213970948e-06,3.2485272139709495e-06,15,15
4.658678124666991e-06,3.0586781246669926e-06,15,15
1.4829688240622199e-06,2.482968824062219e-06,7,3
1.8417951205147067e-06,2.541795120514706e-06,7,0
2.210181122303085e-06,2.5101811223030845e-06,3,-1
4.672385613784812e-06,3.072385613784814e-06,15,15
2.253421336038555e-06,2.453421336038555e-06,2,-1
4.314731770423268e-06,2.7147317704232694e-06,15,15
2.4437547479147817e-06,2.5437547479147816e-06,1,-1
1.2382746879265975e-06,2.538274687926596e-06,7,6
3.7585929216865456e-06,2.458592921686547e-06,15,12
4.893908248428488e-06,3.2939082484284896e-06,15,15
1.720078249551253e-06,2.5200782495512524e-06,7,1
2.601185334004736e-06,2.501185334004736e-06,8,-1
3.0857298678044246e-06,2.4857298678044253e-06,13,-1
4.168054536866608e-06,2.56805453686661e-06,15,15
3.970993143032137e-06,2.470993143032139e-06,15,14
2.259716105217217e-06,2.4597161052172167e-06,2,-1
1.4749896999226343e-06,2.474989699922633e-06,7,3
3.4761900945462597e-06,2.476190094546261e-06,15,9
1.5768267406759572e-06,2.476826740675956e-06,7,2
2.6615695341505625e-06,2.4615695341505627e-06,9,-1
3.6150157765879727e-06,2.515015776587974e-06,15,10
3.6070053644300318e-06,2.507005364430033e-06,15,10
2.1972423989969423e-06,2.497242398996942e-06,3,-1
1.4145152986829838e-06,2.5145152986829826e-06,7,4
2.4078100982746276e-06,2.5078100982746275e-06,1,-1
2.6535186281434424e-06,2.4535186281434426e-06,9,-1
2.2825500455485046e-06,2.4825500455485043e-06,2,-1
4.285487584165643e-06,2.6854875841656447e-06,15,15
1.0398611158746797e-06,2.439861115874678e-06,7,7
3.037276519502064e-06,2.5372765195020647e-06,12,-1
2.2975221556844755e-06,2.4975221556844753e-06,2,-1
4.308501103815145e-06,2.708501103815147e-06,15,15
2.3872609765544677e-06,2.4872609765544675e-06,1,-1
4.898576567785723e-06,3.298576567785725e-06,15,15
1.2822973968882852e-06,2.482297396888284e-06,7,5
3.904548952579541e-06,2.5045489525795425e-06,15,13
2.7451464259969615e-06,2.5451464259969617e-06,9,-1
2.5251474246274103e-06,2.5251474246274103e-06,0,0
1.5638903526243841e-06,2.463890352624383e-06,7,2
4.375331658918184e-06,2.775331658918186e-06,15,15
1.7196083560909538e-06,2.519608356090953e-06,7,1
3.289428409617715e-06,2.489428409617716e-06,15,7
3.3749925630557874e-06,2.4749925630557884e-06,15,8
2.6153970728655507e-06,2.515397072865551e-06,8,-1
4.718216594016476e-06,3.118216594016478e-06,15,15
3.324895590831117e-06,2.5248955908311177e-06,15,7
1.4083913855480103e-06,2.508391385548009e-06,7,4
4.4461678544022114e-06,2.846167854402213e-06,15,15
1.573439404463528e-06,2.473439404463527e-06,7,2
4.366930230475913e-06,2.766930230475915e-06,15,15
3.0406418208254377e-06,2.5406418208254382e-06,12,-1
3.700651398285258e-06,2.5006513982852592e-06,15,11
1.7512217156260077e-06,2.451221715626007e-06,7,0
4.902543706828472e-06,3.3025437068284737e-06,15,15
1.801079693167692e-06,2.5010796931676913e-06,7,0
4.11582974389397e-06,2.515829743893972e-06,15,15
2.4638403054567435e-06,2.4638403054567435e-06,0,0
4.243850686854006e-06,2.6438506868540077e-06,15,15
2.70964690356399e-06,2.50964690356399e-06,9,-1
2.2004936869148787e-06,2.5004936869148784e-06,3,-1
3.390044099014269e-06,2.49004409901427e-06,15,8
4.579016075833412e-06,2.979016075833414e-06,15,15
1.2170528276576786e-06,2.517052827657677e-06,7,6
2.978802546707813e-06,2.4788025467078134e-06,12,-1
1.7855244422039497e-06,2.485524442203949e-06,7,0
2.7955451901510886e-06,2.495545190151089e-06,10,-1
3.5055330760306464e-06,2.5055330760306475e-06,15,9
2.5207600958561786e-06,2.5207600958561786e-06,0,0
2.8650590794351765e-06,2.465059079435177e-06,11,-1
4.350298499917685e-06,2.750298499917687e-06,15,15
4.577175009610888e-06,2.97717500961089e-06,15,15
1.1294405891439866e-06,2.529440589143985e-06,7,7
2.2114575228065793e-06,2.511457522806579e-06,3,-1
1.6740897726959993e-06,2.4740897726959984e-06,7,1
1.5119734559465784e-06,2.5119734559465773e-06,7,3
1.310689098272931e-06,2.5106890982729297e-06,7,5
3.0180852394693853e-06,2.518085239469386e-06,12,-1
4.72830071557276e-06,3.1283007155727615e-06,15,15
4.8715387575229215e-06,3.2715387575229232e-06,15,15
4.420927401052864e-06,2.820927401052866e-06,15,15
4.455947224996536e-06,2.855947224996538e-06,15,15
2.249463955400512e-06,2.5494639554005116e-06,3,-1
1.2934100504428119e-06,2.4934100504428106e-06,7,5
1.1482789186587899e-06,2.5482789186587885e-06,7,7
2.647718374470133e-06,2.547718374470133e-06,8,-1
1.1021889328578202e-06,2.5021889328578187e-06,7,7
4.045076033768005e-06,2.5450760337680067e-06,15,14
3.934275813616155e-06,2.534275813616156e-06,15,13
1.7654422996612698e-06,2.4654422996612693e-06,7,0
1.8643920918679507e-06,2.4643920918679503e-06,6,-1
2.4503250388238522e-06,2.4503250388238522e-06,0,0
4.1139935949306565e-06,2.5139935949306582e-06,15,15
3.978225005178722e-06,2.4782250051787233e-06,15,14
3.806500641495522e-06,2.5065006414955233e-06,15,12
2.645434748800194e-06,2.545434748800194e-06,8,-1
3.1705129951986616e-06,2.4705129951986624e-06,14,-1
4.887653364539627e-06,3.287653364539629e-06,15,15
1.6392329229083576e-06,2.539232922908357e-06,7,2
3.2993505396705506e-06,2.4993505396705515e-06,15,7
1.356241963428122e-06,2.4562419634281207e-06,7,4
4.2810934168223794e-06,2.681093416822381e-06,15,15
4.310079003276416e-06,2.710079003276418e-06,15,15
2.493249394549254e-06,2.493249394549254e-06,0,0
1.736970689761499e-06,2.536970689761498e-06,7,1
3.986443187314141e-06,2.486443187314143e-06,15,14
3.096483800739689e-06,2.4964838007396896e-06,13,-1
3.744171158387876e-06,2.5441711583878775e-06,15,11
1.8412548489189792e-06,2.5412548489189785e-06,7,0
4.461479172247095e-06,2.861479172247097e-06,15,15
4.163209406938492e-06,2.5632094069384938e-06,15,15
2.218968496883957e-06,2.518968496883957e-06,3,-1
3.6793598243504174e-06,2.4793598243504187e-06,15,11
3.2991337759598363e-06,2.499133775959837e-06,15,7
3.976660849435298e-06,2.4766608494352997e-06,15,14
2.5773145771079727e-06,2.477314577107973e-06,8,-1
3.9583570385451134e-06,2.458357038545115e-06,15,14
4.2924810504237855e-06,2.6924810504237872e-06,15,15
1.8297056957404902e-06,2.5297056957404895e-06,7,0
4.161119029806355e-06,2.561119029806357e-06,15,15
4.664226361681469e-06,3.0642263616814707e-06,15,15
2.596387543225884e-06,2.496387543225884e-06,8,-1
4.578450254303453e-06,2.978450254303455e-06,15,15
3.4148531414889145e-06,2.5148531414889155e-06,15,8
4.221570548600577e-06,2.6215705486005785e-06,15,15
4.935840608230065e-06,3.335840608230067e-06,15,15
3.2725415956152896e-06,2.4725415956152905e-06,15,7
1.1637549757947187e-06,2.4637549757947175e-06,7,6
3.3598490060501517e-06,2.4598490060501527e-06,15,8
2.8319542178998e-06,2.5319542178998005e-06,10,-1
2.128834828852688e-06,2.5288348288526877e-06,4,-1
4.535230708796334e-06,2.9352307087963358e-06,15,15
3.418859214888381e-06,2.518859214888382e-06,15,8
4.908445890853352e-06,3.308445890853354e-06,15,15
1.288143325568282e-06,2.4881433255682806e-06,7,5
2.5729818638221214e-06,2.4729818638221215e-06,8,-1
4.358128106078354e-06,2.7581281060783556e-06,15,15
3.2814970478669702e-06,2.481497047866971e-06,15,7
3.942335827881205e-06,2.5423358278812063e-06,15,13
1.352321231022946e-06,2.4523212310229447e-06,7,4
4.931656074374247e-06,3.331656074374249e-06,15,15
4.831417418257983e-06,3.2314174182579846e-06,15,15
1.0405259836535627e-06,2.4405259836535614e-06,7,7
2.554361340717141e-06,2.454361340717141e-06,8,-1
1.7832895044312225e-06,2.483289504431222e-06,7,0
2.4717113290349447e-06,2.4717113290349447e-06,0,0
2.6057820661741174e-06,2.5057820661741175e-06,8,-1
3.683384485067404e-06,2.4833844850674054e-06,15,11
1.2132397032870781e-06,2.513239703287077e-06,7,6
4.089768745459691e-06,2.489768745459693e-06,15,15
1.1055366193363083e-06,2.5055366193363067e-06,7,7
1.412326328139597e-06,2.512326328139596e-06,7,4
3.720404563268251e-06,2.520404563268252e-06,15,11
4.583584184964858e-06,2.9835841849648594e-06,15,15
2.122000637936303e-06,2.5220006379363024e-06,4,-1
2.380139911586163e-06,2.4801399115861627e-06,1,-1
3.3374475815720464e-06,2.5374475815720473e-06,15,7
1.4872857485638987e-06,2.4872857485638976e-06,7,3
3.3681484331012804e-06,2.4681484331012814e-06,15,8
4.497674983164827e-06,2.897674983164829e-06,15,15
4.118928592812483e-06,2.518928592812485e-06,15,15
3.4163230699717555e-06,2.5163230699717565e-06,15,8
2.111055719723288e-06,2.5110557197232878e-06,4,-1
1.1470942703955184e-06,2.547094270395517e-06,7,7
2.1319807232040533e-06,2.531980723204053e-06,4,-1
1.1843343823476524e-06,2.484334382347651e-06,7,6
3.8123099201567895e-06,2.512309920156791e-06,15,12
2.6486783208617864e-06,2.5486783208617865e-06,8,-1
3.256239685771431e-06,2.456239685771432e-06,15,7
2.5747898797961713e-06,2.4747898797961714e-06,8,-1
2.328312839484097e-06,2.5283128394840968e-06,2,-1
1.231702807931372e-06,2.5317028079313707e-06,7,6
2.693026517389856e-06,2.4930265173898563e-06,9,-1
2.950080928517855e-06,2.4500809285178555e-06,12,-1
3.683909505761843e-06,2.4839095057618444e-06,15,11
1.0321019541816252e-06,2.432101954181624e-06,7,7
4.786821979156841e-06,3.1868219791568425e-06,15,15
1.9259000528631196e-06,2.525900052863119e-06,6,-1
4.822567899729952e-06,3.2225678997299535e-06,15,15
2.5046961683579303e-06,2.5046961683579303e-06,0,0
3.5048627858208614e-06,2.5048627858208625e-06,15,9
3.16374844439293e-06,2.4637484443929307e-06,14,-1
4.5177937920682816e-06,2.9177937920682833e-06,15,15
2.6070984873727556e-06,2.5070984873727557e-06,8,-1
2.219718540265355e-06,2.5197185402653548e-06,3,-1
3.3727072590196953e-06,2.4727072590196963e-06,15,8
4.2467773626863105e-06,2.6467773626863123e-06,15,15
1.5501636549025734e-06,2.4501636549025724e-06,7,2
3.7560851262767383e-06,2.4560851262767398e-06,15,12
1.7714207644567882e-06,2.4714207644567876e-06,7,0
1.8794371583355174e-06,2.4794371583355168e-06,6,-1
3.815521326994366e-06,2.515521326994367e-06,15,12
4.3571100337554454e-06,2.757110033755447e-06,15,15
3.7543104084986545e-06,2.454310408498656e-06,15,12
3.125468847126158e-06,2.5254688471261587e-06,13,-1
4.614854231847308e-06,3.01485423184731e-06,15,15
4.3624423198012904e-06,2.7624423198012922e-06,15,15
2.5250745404972716e-06,2.5250745404972716e-06,0,0
2.0336016554264435e-06,2.533601655426443e-06,5,-1
3.8097457369425647e-06,2.509745736942566e-06,15,12
4.2081528680084715e-06,2.6081528680084733e-06,15,15
1.5727050413643683e-06,2.4727050413643673e-06,7,2
4.611631911134689e-06,3.0116319111346904e-06,15,15
4.3341962392451e-06,2.734196239245102e-06,15,15
4.640828763603789e-06,3.0408287636037905e-06,15,15
1.9809585294143126e-06,2.480958529414312e-06,5,-1
3.4135618197693434e-06,2.5135618197693444e-06,15,8
4.009456160822681e-06,2.509456160822683e-06,15,14
4.182187935840238e-06,2.58218793584024e-06,15,15
3.6219155537252025e-06,2.5219155537252037e-06,15,10
4.609108997819403e-06,3.0091089978194045e-06,15,15
4.146594012992911e-06,2.5465940129929125e-06,15,15
3.6217425697804266e-06,2.521742569780428e-06,15,10
1.6949904041176014e-06,2.4949904041176005e-06,7,1
3.909903203838798e-06,2.5099032038388e-06,15,13
3.809590248232846e-06,2.5095902482328475e-06,15,12
4.451134284792601e-06,2.8511342847926026e-06,15,15
4.2492475465549915e-06,2.6492475465549932e-06,15,15
3.500692255323153e-06,2.500692255323154e-06,15,9
3.22244619349464e-06,2.522446193494641e-06,14,-1
1.5482418880913108e-06,2.5482418880913096e-06,7,3
4.77140298919125e-06,3.171402989191252e-06,15,15
3.4332405790121383e-06,2.5332405790121393e-06,15,8
2.1648837810965674e-06,2.464883781096567e-06,3,-1
4.9168585564221344e-06,3.316858556422136e-06,15,15
3.3652278066930558e-06,2.4652278066930567e-06,15,8
3.6839211141777792e-06,2.4839211141777806e-06,15,11
1.314984007313413e-06,2.5149840073134117e-06,7,5
2.0707288304393815e-06,2.470728830439381e-06,4,-1
