Corriente inicial (A),Corriente final (A),Valor del registro 1,Valor del registro 2
2.322540007709162e-06,2.5225400077091618e-06,2,-1
2.5907647211728596e-06,2.4907647211728597e-06,8,-1
1.7311660985508159e-06,2.531166098550815e-06,7,1
1.443488454881849e-06,2.543488454881848e-06,7,4
2.4424147623538206e-06,2.5424147623538205e-06,1,-1
1.6894538936124417e-06,2.489453893612441e-06,7,1
3.2615828644122305e-06,2.4615828644122314e-06,15,7
3.993313366614316e-06,2.4933133666143173e-06,15,14
2.9444359302802576e-06,2.544435930280258e-06,11,-1
4.236218086290959e-06,2.636218086290961e-06,15,15
3.3334287572473397e-06,2.5334287572473406e-06,15,7
1.1264232155993063e-06,2.5264232155993047e-06,7,7
3.626424659405596e-06,2.5264246594055973e-06,15,10
1.0126366858279673e-06,2.4126366858279658e-06,7,7
4.809048372611697e-06,3.209048372611699e-06,15,15
2.7781127155489364e-06,2.4781127155489367e-06,10,-1
1.5168707605879464e-06,2.5168707605879453e-06,7,3
2.28935793699729e-06,2.48935793699729e-06,2,-1
1.4395547238532984e-06,2.539554723853297e-06,7,4
4.357058290915045e-06,2.7570582909150467e-06,15,15
4.685951865738567e-06,3.0859518657385686e-06,15,15
4.748692000405258e-06,3.14869200040526e-06,15,15
1.667496123368049e-06,2.467496123368048e-06,7,1
3.373517873395554e-06,2.473517873395555e-06,15,8
4.204051439507326e-06,2.6040514395073277e-06,15,15
2.4678272596841987e-06,2.4678272596841987e-06,0,0
1.3327075728374211e-06,2.53270757283742e-06,7,5
3.411667301013892e-06,2.511667301013893e-06,15,8
2.583389487058776e-06,2.483389487058776e-06,8,-1
3.9920530548150105e-06,2.492053054815012e-06,15,14
2.4173195139384266e-06,2.5173195139384265e-06,1,-1
1.4877402350670864e-06,2.4877402350670853e-06,7,3
2.7823401688321654e-06,2.4823401688321658e-06,10,-1
1.877200579709023e-06,2.4772005797090223e-06,6,-1
2.3269113030577716e-06,2.5269113030577714e-06,2,-1
1.6021722713538865e-06,2.5021722713538855e-06,7,2
3.1516688310065424e-06,2.451668831006543e-06,14,-1
1.3535354926016346e-06,2.4535354926016334e-06,7,4
1.1177227284822559e-06,2.5177227284822543e-06,7,7
3.1802962106324705e-06,2.4802962106324713e-06,14,-1
1.072888343759181e-06,2.4728883437591794e-06,7,7
4.324762666736815e-06,2.7247626667368166e-06,15,15
3.892402513701718e-06,2.4924025137017195e-06,15,13
1.6056441868218252e-06,2.505644186821824e-06,7,2
2.1550472984925174e-06,2.455047298492517e-06,3,-1
2.0586507500623735e-06,2.458650750062373e-06,4,-1
1.9537371119423725e-06,2.453737111942372e-06,5,-1
3.353761776711697e-06,2.453761776711698e-06,15,8
3.288081031300691e-06,2.488081031300692e-06,15,7
3.2030936522656525e-06,2.5030936522656533e-06,14,-1
1.9526643062977446e-06,2.452664306297744e-06,5,-1
1.4069016583272714e-06,2.50690165832727e-06,7,4
3.907192767865885e-06,2.5071927678658862e-06,15,13
1.1710383437197942e-06,2.471038343719793e-06,7,6
1.4030632738946767e-06,2.5030632738946755e-06,7,4
1.4380557814175653e-06,2.5380557814175643e-06,7,4
4.68278821930992e-06,3.082788219309922e-06,15,15
1.427686201033605e-06,2.5276862010336037e-06,7,4
3.171321596113109e-06,2.4713215961131098e-06,14,-1
2.5226851122912207e-06,2.5226851122912207e-06,0,0
2.085851773460497e-06,2.4858517734604967e-06,4,-1
4.929407065603026e-06,3.3294070656030277e-06,15,15
1.5102596188562934e-06,2.5102596188562925e-06,7,3
3.4934733899521434e-06,2.4934733899521445e-06,15,9
3.7009741511591615e-06,2.500974151159163e-06,15,11
4.944543977259414e-06,3.3445439772594154e-06,15,15
1.8316919819066247e-06,2.531691981906624e-06,7,0
2.0528257183710017e-06,2.4528257183710012e-06,4,-1
3.0192837240543006e-06,2.519283724054301e-06,12,-1
2.2519964140008734e-06,2.451996414000873e-06,2,-1
4.295108097838988e-06,2.6951080978389894e-06,15,15
2.3379168315886136e-06,2.5379168315886134e-06,2,-1
3.7848803323344317e-06,2.484880332334433e-06,15,12
3.7439892527769533e-06,2.5439892527769546e-06,15,11
2.0504622082427624e-06,2.450462208242762e-06,4,-1
4.607417735646976e-06,3.007417735646978e-06,15,15
2.845257814794384e-06,2.5452578147943844e-06,10,-1
4.2978694896206775e-06,2.6978694896206793e-06,15,15
3.909651309392985e-06,2.509651309392986e-06,15,13
3.8093654079651295e-06,2.509365407965131e-06,15,12
1.895982003689071e-06,2.4959820036890706e-06,6,-1
3.165265989475849e-06,2.4652659894758497e-06,14,-1
4.145185806554861e-06,2.5451858065548627e-06,15,15
1.8629521730971164e-06,2.4629521730971157e-06,6,-1
1.1593540203064277e-06,2.4593540203064262e-06,7,6
3.18316266428603e-06,2.4831626642860306e-06,14,-1
4.350400857301118e-06,2.7504008573011194e-06,15,15
1.097480857713133e-06,2.4974808577131316e-06,7,7
2.5814987598729395e-06,2.4814987598729396e-06,8,-1
2.4873019132113554e-06,2.4873019132113554e-06,0,0
2.9387856033196873e-06,2.5387856033196877e-06,11,-1
2.4824997190024453e-06,2.4824997190024453e-06,0,0
2.6357160768703356e-06,2.5357160768703357e-06,8,-1
3.4281150806015e-06,2.528115080601501e-06,15,8
2.4906497633741613e-06,2.4906497633741613e-06,0,0
3.1308068418898567e-06,2.5308068418898574e-06,13,-1
4.923879669802874e-06,3.3238796698028757e-06,15,15
4.570411482730332e-06,2.970411482730334e-06,15,15
4.440561664353587e-06,2.840561664353589e-06,15,15
1.6402118081010646e-06,2.5402118081010636e-06,7,2
1.2654619167721494e-06,2.4654619167721483e-06,7,5
4.341659681041273e-06,2.741659681041275e-06,15,15
2.7729552265247847e-06,2.472955226524785e-06,10,-1
1.6146449753114277e-06,2.5146449753114267e-06,7,2
1.596211279466968e-06,2.496211279466967e-06,7,2
1.3817629498736245e-06,2.4817629498736233e-06,7,4
1.2131490448102786e-06,2.5131490448102774e-06,7,6
2.755900403904218e-06,2.455900403904218e-06,10,-1
1.8933666202885507e-06,2.49336662028855e-06,6,-1
2.921844156462984e-06,2.5218441564629846e-06,11,-1
4.057771598798795e-06,2.457771598798797e-06,15,15
4.480925131547438e-06,2.8809251315474395e-06,15,15
4.782354455867146e-06,3.182354455867148e-06,15,15
1.6892777902764412e-06,2.4892777902764404e-06,7,1
2.3976878699377932e-06,2.497687869937793e-06,1,-1
1.6957518540592203e-06,2.4957518540592194e-06,7,1
4.662382821174496e-06,3.062382821174498e-06,15,15
4.063511347028954e-06,2.463511347028956e-06,15,15
4.679812737923619e-06,3.0798127379236205e-06,15,15
3.0174765512089457e-06,2.5174765512089463e-06,12,-1
1.8026821107169524e-06,2.502682110716952e-06,7,0
1.185882657977388e-06,2.4858826579773865e-06,7,6
2.458816566515663e-06,2.458816566515663e-06,0,0
4.71071491319161e-06,3.1107149131916115e-06,15,15
3.2805009770076096e-06,2.4805009770076104e-06,15,7
2.3301347389485337e-06,2.5301347389485335e-06,2,-1
2.0867353445049406e-06,2.48673534450494e-06,4,-1
4.292403691239602e-06,2.6924036912396034e-06,15,15
3.680872367883407e-06,2.4808723678834084e-06,15,11
3.2396198511553378e-06,2.5396198511553386e-06,14,-1
4.216455446268956e-06,2.616455446268958e-06,15,15
3.335316692902905e-06,2.535316692902906e-06,15,7
2.810418744035442e-06,2.5104187440354423e-06,10,-1
2.1497388596846427e-06,2.5497388596846423e-06,4,-1
1.0567612036806947e-06,2.4567612036806934e-06,7,7
1.7282300808143983e-06,2.5282300808143977e-06,7,1
4.304546283117471e-06,2.704546283117473e-06,15,15
4.588859705923413e-06,2.988859705923415e-06,15,15
2.508350529993279e-06,2.508350529993279e-06,0,0
1.8170021816796613e-06,2.5170021816796605e-06,7,0
2.6510118252026583e-06,2.4510118252026585e-06,9,-1
2.365966797453955e-06,2.465966797453955e-06,1,-1
3.049642015267931e-06,2.5496420152679315e-06,12,-1
4.474637559841161e-06,2.874637559841163e-06,15,15
4.751936855163013e-06,3.1519368551630147e-06,15,15
1.3542087778071928e-06,2.4542087778071916e-06,7,4
3.5624711726082546e-06,2.462471172608256e-06,15,10
4.734696398938542e-06,3.1346963989385435e-06,15,15
2.4571954996119316e-06,2.4571954996119316e-06,0,0
1.3019577854405586e-06,2.5019577854405575e-06,7,5
1.1805195151257036e-06,2.480519515125702e-06,7,6
2.7557631445309402e-06,2.4557631445309406e-06,10,-1
4.9890884652704595e-06,3.3890884652704613e-06,15,15
1.9887002561758616e-06,2.488700256175861e-06,5,-1
3.3525801852360997e-06,2.4525801852361007e-06,15,8
4.374593608169109e-06,2.774593608169111e-06,15,15
4.063065261223082e-06,2.463065261223084e-06,15,15
4.080022117893781e-06,2.480022117893783e-06,15,15
1.02625906110281e-06,2.4262590611028086e-06,7,7
3.6063748311708006e-06,2.5063748311708018e-06,15,10
3.790129347396737e-06,2.4901293473967383e-06,15,12
3.13900206532306e-06,2.539002065323061e-06,13,-1
2.5176089418353883e-06,2.5176089418353883e-06,0,0
4.320925513073106e-06,2.7209255130731076e-06,15,15
1.6739868802500168e-06,2.473986880250016e-06,7,1
3.0727114914676745e-06,2.472711491467675e-06,13,-1
4.172973743291802e-06,2.5729737432918036e-06,15,15
4.498703589924776e-06,2.898703589924778e-06,15,15
4.733161365871792e-06,3.1331613658717937e-06,15,15
2.0380680297653747e-06,2.538068029765374e-06,5,-1
4.240872281556586e-06,2.640872281556588e-06,15,15
2.716166134416906e-06,2.516166134416906e-06,9,-1
1.7339385390937614e-06,2.5339385390937608e-06,7,1
4.279369964076278e-06,2.6793699640762796e-06,15,15
3.486446815326035e-06,2.4864468153260362e-06,15,9
4.067765745833702e-06,2.467765745833704e-06,15,15
3.760966239689373e-06,2.4609662396893746e-06,15,12
4.420868693047974e-06,2.820868693047976e-06,15,15
4.180254150552807e-06,2.580254150552809e-06,15,15
2.0779975300992418e-06,2.4779975300992413e-06,4,-1
1.0889864182348993e-06,2.4889864182348978e-06,7,7
3.1843420341848615e-06,2.4843420341848623e-06,14,-1
4.0447386561898515e-06,2.544738656189853e-06,15,14
1.3034755413970166e-06,2.5034755413970153e-06,7,5
1.0334406582403753e-06,2.4334406582403737e-06,7,7
1.8266047274382353e-06,2.5266047274382345e-06,7,0
4.066771961139962e-06,2.466771961139964e-06,15,15
1.813958117183145e-06,2.513958117183144e-06,7,0
1.976585296304603e-06,2.4765852963046025e-06,5,-1
3.764596537708265e-06,2.4645965377082666e-06,15,12
1.2874986769353448e-06,2.4874986769353435e-06,7,5
2.8648492734838748e-06,2.464849273483875e-06,11,-1
3.3086728284151794e-06,2.5086728284151803e-06,15,7
3.190710862041312e-06,2.4907108620413127e-06,14,-1
4.417775955447136e-06,2.817775955447138e-06,15,15
2.2028730097880214e-06,2.502873009788021e-06,3,-1
4.918293682802783e-06,3.3182936828027846e-06,15,15
4.139957732553305e-06,2.539957732553307e-06,15,15
3.114517794631549e-06,2.5145177946315497e-06,13,-1
1.9736009774815756e-06,2.473600977481575e-06,5,-1
4.14839703832922e-06,2.548397038329222e-06,15,15
4.957909364658253e-06,3.357909364658255e-06,15,15
3.476378222470062e-06,2.476378222470063e-06,15,9
3.056384214361908e-06,2.456384214361909e-06,13,-1
3.901422147203543e-06,2.501422147203545e-06,15,13
2.0653123372761265e-06,2.465312337276126e-06,4,-1
1.6413141297250348e-06,2.541314129725034e-06,7,2
3.5589824770128317e-06,2.458982477012833e-06,15,10
2.0626587418312865e-06,2.462658741831286e-06,4,-1
4.8386226268906546e-06,3.2386226268906563e-06,15,15
4.598180277472056e-06,2.998180277472058e-06,15,15
4.670383021837654e-06,3.070383021837656e-06,15,15
3.8841320545393485e-06,2.48413205453935e-06,15,13
3.4664787448666135e-06,2.4664787448666146e-06,15,9
1.957864251224802e-06,2.4578642512248015e-06,5,-1
2.720607493968694e-06,2.520607493968694e-06,9,-1
2.6391573830582896e-06,2.5391573830582897e-06,8,-1
3.7389223502425766e-06,2.538922350242578e-06,15,11
2.836659644670081e-06,2.5366596446700813e-06,10,-1
3.4605620836478957e-06,2.4605620836478968e-06,15,9
1.3746019339385295e-06,2.4746019339385283e-06,7,4
4.019717120886955e-06,2.519717120886957e-06,15,14
2.4630696456651962e-06,2.4630696456651962e-06,0,0
3.6696462935349366e-06,2.469646293534938e-06,15,11
1.7584441246340613e-06,2.4584441246340605e-06,7,0
3.7541136569975454e-06,2.454113656997547e-06,15,12
4.678068981287456e-06,3.078068981287458e-06,15,15
3.5445718116871998e-06,2.544571811687201e-06,15,9
3.959952319587902e-06,2.459952319587904e-06,15,14
1.3120296617534674e-06,2.512029661753466e-06,7,5
1.5264788148427236e-06,2.5264788148427227e-06,7,3
4.75638536246991e-06,3.156385362469912e-06,15,15
1.8215008344880889e-06,2.521500834488088e-06,7,0
1.4505067878943834e-06,2.4505067878943823e-06,7,3
4.027585929349568e-06,2.52758592934957e-06,15,14
1.5987963828231179e-06,2.498796382823117e-06,7,2
3.2611205388146303e-06,2.461120538814631e-06,15,7
4.291614680924929e-06,2.691614680924931e-06,15,15
1.2004280559489263e-06,2.500428055948925e-06,7,6
3.431673867507841e-06,2.531673867507842e-06,15,8
4.4593949474669265e-06,2.8593949474669283e-06,15,15
2.995568157516981e-06,2.4955681575169814e-06,12,-1
1.8321232095977186e-06,2.5321232095977178e-06,7,0
3.9261758830544884e-06,2.52617588305449e-06,15,13
1.3453343641085166e-06,2.5453343641085152e-06,7,5
2.563778017031552e-06,2.463778017031552e-06,8,-1
3.410763337953049e-06,2.51076333795305e-06,15,8
1.6935327957680696e-06,2.4935327957680687e-06,7,1
1.130304648880397e-06,2.5303046488803955e-06,7,7
3.95612682789773e-06,2.4561268278977314e-06,15,14
1.0945936465488124e-06,2.494593646548811e-06,7,7
4.865952068215467e-06,3.265952068215469e-06,15,15
1.1179410711674084e-06,2.517941071167407e-06,7,7
2.0248236467188524e-06,2.524823646718852e-06,5,-1
1.8469756349594941e-06,2.5469756349594934e-06,7,0
4.0836248053968615e-06,2.4836248053968632e-06,15,15
4.574805264289294e-06,2.974805264289296e-06,15,15
4.6827476759067e-06,3.0827476759067017e-06,15,15
2.616700071245009e-06,2.5167000712450093e-06,8,-1
4.095828562091023e-06,2.4958285620910246e-06,15,15
4.606165229559995e-06,3.0061652295599964e-06,15,15
2.3146502423234135e-06,2.5146502423234132e-06,2,-1
2.30231842193491e-06,2.5023184219349096e-06,2,-1
4.0575891843010114e-06,2.457589184301013e-06,15,15
4.559888502857645e-06,2.9598885028576465e-06,15,15
1.3712123266934535e-06,2.4712123266934525e-06,7,4
3.1623115268730672e-06,2.462311526873068e-06,14,-1
2.441707771461554e-06,2.541707771461554e-06,1,-1
4.644562752824897e-06,3.044562752824899e-06,15,15
3.235699024126318e-06,2.535699024126319e-06,14,-1
2.6099467105534785e-06,2.5099467105534786e-06,8,-1
3.284028688477907e-06,2.484028688477908e-06,15,7
2.64646966594913e-06,2.54646966594913e-06,8,-1
1.661161033695219e-06,2.4611610336952182e-06,7,1
1.9237672799777887e-06,2.523767279977788e-06,6,-1
1.7861536479513256e-06,2.486153647951325e-06,7,0
1.0218868354616396e-06,2.4218868354616383e-06,7,7
1.6959308550520133e-06,2.4959308550520124e-06,7,1
2.524581995675632e-06,2.524581995675632e-06,0,0
1.0238633718714492e-06,2.423863371871448e-06,7,7
3.080767427450619e-06,2.4807674274506196e-06,13,-1
4.815250239545139e-06,3.215250239545141e-06,15,15
4.732059449769676e-06,3.1320594497696775e-06,15,15
1.476256958283519e-06,2.476256958283518e-06,7,3
3.4026907393373224e-06,2.5026907393373234e-06,15,8
2.5853503565802957e-06,2.4853503565802958e-06,8,-1
4.6098411711307335e-06,3.0098411711307352e-06,15,15
4.765655394979948e-06,3.16565539497995e-06,15,15
1.0985748356134431e-06,2.4985748356134416e-06,7,7
3.7778187206234592e-06,2.4778187206234607e-06,15,12
1.6353521274421551e-06,2.535352127442154e-06,7,2
4.6597799601277935e-06,3.0597799601277953e-06,15,15
2.2618274351084886e-06,2.4618274351084884e-06,2,-1
4.1691940145502025e-06,2.5691940145502042e-06,15,15
4.730512546901995e-06,3.1305125469019964e-06,15,15
2.2378560807244674e-06,2.537856080724467e-06,3,-1
3.881776135213956e-06,2.481776135213957e-06,15,13
3.141990476266394e-06,2.5419904762663946e-06,13,-1
2.9002358064968613e-06,2.5002358064968618e-06,11,-1
3.2851177331128874e-06,2.4851177331128883e-06,15,7
3.4205398286471194e-06,2.5205398286471204e-06,15,8
2.462889564694558e-06,2.462889564694558e-06,0,0
4.355712358715658e-06,2.7557123587156597e-06,15,15
4.854591169087923e-06,3.254591169087925e-06,15,15
1.6397583199836387e-06,2.5397583199836377e-06,7,2
2.6510120302986176e-06,2.451012030298618e-06,9,-1
3.0841024755758338e-06,2.4841024755758344e-06,13,-1
1.0392080936225037e-06,2.439208093622502e-06,7,7
1.5644772554007599e-06,2.464477255400759e-06,7,2
4.573811850664494e-06,2.9738118506644955e-06,15,15
3.5983405799472944e-06,2.4983405799472956e-06,15,10
3.4951846837174577e-06,2.495184683717459e-06,15,9
2.2798182216887035e-06,2.4798182216887033e-06,2,-1
2.30663881617893e-06,2.50663881617893e-06,2,-1
4.44253712540975e-06,2.8425371254097515e-06,15,15
1.970493228542452e-06,2.4704932285424517e-06,5,-1
3.828771914189911e-06,2.528771914189912e-06,15,12
4.645438330615557e-06,3.0454383306155588e-06,15,15
1.999508673355977e-06,2.4995086733559766e-06,5,-1
1.312698847721185e-06,2.5126988477211836e-06,7,5
2.4603615897879864e-06,2.4603615897879864e-06,0,0
4.280755146801857e-06,2.6807551468018585e-06,15,15
3.233406493420712e-06,2.5334064934207127e-06,14,-1
3.6845161756731692e-06,2.4845161756731706e-06,15,11
3.5047906919267177e-06,2.5047906919267188e-06,15,9
1.4115000430886244e-06,2.511500043088623e-06,7,4
1.8613372819881701e-06,2.4613372819881695e-06,6,-1
1.3798304280429346e-06,2.4798304280429334e-06,7,4
1.688777017588866e-06,2.488777017588865e-06,7,1
2.3824527183969216e-06,2.4824527183969215e-06,1,-1
3.1966920273661057e-06,2.4966920273661064e-06,14,-1
3.8115827270454312e-06,2.5115827270454327e-06,15,12
3.5698770831371163e-06,2.4698770831371175e-06,15,10
1.9071392900882006e-06,2.5071392900882e-06,6,-1
2.15363595642315e-06,2.45363595642315e-06,3,-1
3.5706293336018167e-06,2.470629333601818e-06,15,10
1.5255427433939093e-06,2.5255427433939084e-06,7,3
4.566945835649297e-06,2.966945835649299e-06,15,15
4.706631149121454e-06,3.1066311491214555e-06,15,15
3.328582335815353e-06,2.5285823358153537e-06,15,7
4.955356931071064e-06,3.355356931071066e-06,15,15
2.953246412199297e-06,2.4532464121992974e-06,12,-1
4.7091527081374825e-06,3.1091527081374842e-06,15,15
1.7562561058013575e-06,2.4562561058013567e-06,7,0
3.2090374409078054e-06,2.509037440907806e-06,14,-1
2.004762026274939e-06,2.5047620262749382e-06,5,-1
2.7268712637210463e-06,2.5268712637210465e-06,9,-1
1.4671375801514688e-06,2.4671375801514677e-06,7,3
4.468992556922773e-06,2.868992556922775e-06,15,15
2.6436500512664105e-06,2.5436500512664106e-06,8,-1
4.200679449881713e-06,2.6006794498817145e-06,15,15
4.43409590335003e-06,2.834095903350032e-06,15,15
1.4323437748338872e-06,2.532343774833886e-06,7,4
2.6710034466990715e-06,2.4710034466990717e-06,9,-1
4.351146383979447e-06,2.7511463839794488e-06,15,15
4.196037422157743e-06,2.5960374221577444e-06,15,15
3.2466826997854153e-06,2.546682699785416e-06,14,-1
1.1118680148056117e-06,2.5118680148056103e-06,7,7
1.2019923860885137e-06,2.5019923860885125e-06,7,6
4.28054590409872e-06,2.680545904098722e-06,15,15
2.0006334229318483e-06,2.5006334229318478e-06,5,-1
3.7341528823765313e-06,2.5341528823765326e-06,15,11
3.390365540721128e-06,2.490365540721129e-06,15,8
3.1544100801905748e-06,2.4544100801905755e-06,14,-1
2.143482498072716e-06,2.5434824980727154e-06,4,-1
2.7087090525241726e-06,2.508709052524173e-06,9,-1
4.049814358914851e-06,2.5498143589148527e-06,15,14
2.6389151633827686e-06,2.5389151633827687e-06,8,-1
2.5485189058105933e-06,2.5485189058105933e-06,0,0
